id_terraza;id_local;id_distrito_local;desc_distrito_local;id_barrio_local;desc_barrio_local;id_ndp_edificio;id_clase_ndp_edificio;id_vial_edificio;clase_vial_edificio;desc_vial_edificio;nom_edificio;num_edificio;cal_edificio;ref_catastral;Cod_Postal;coordenada_x_local;coordenada_y_local;id_tipo_acceso_local;desc_tipo_acceso_local;id_situacion_local;desc_situacion_local;secuencial_local_PC;Escalera;id_planta_agrupado;id_local_agrupado;coordenada_x_agrupacion;coordenada_y_agrupacion;rotulo;id_periodo_terraza;desc_periodo_terraza;id_situacion_terraza;desc_situacion_terraza;Superficie_ES;Superficie_RA;Fecha_confir_ult_decreto_resol;id_ndp_terraza;id_clase_ndp_terraza;id_vial;desc_clase;desc_nombre;nom_terraza;num_terraza;cal_terraza;desc_ubicacion_terraza;hora_ini_LJ_es;hora_fin_LJ_es;hora_ini_LJ_ra;hora_fin_LJ_ra;hora_ini_VS_es;hora_fin_VS_es;hora_ini_VS_ra;hora_fin_VS_ra;mesas_aux_es;mesas_aux_ra;mesas_es;mesas_ra;sillas_es;sillas_ra;mesas_altas_estacional;mesas_altas_anual;anclaje;apilamiento;ambito_ordenacion_cod;ambito_ordenacion_desc;denominacion_cod;denominacion_desc;fecha_acuerdo_delimitacion;tipo_suelo_cod;tipo_suelo_desc;separadores_moviles_menor_estacional;separadores_moviles_mayor_estacional;auxiliares_informacion_es;elem_jard_menor_estacional;elem_jard_mayor_estacional;sombrillas_es;otros_es_mobiliario;separadores_moviles_menor_anual;separadores_moviles_mayor_anual;auxiliares_informacion_ra;elem_jard_menor_anual;elem_jard_mayor_anual;sombrillas_ra;otros_ra_mobiliario;construccion_ligera_fachada_es;construccion_ligera_bordillo_es;tarima_pavimento_es;toldos_pavimento_es;sombrillas_pavimento_es;elem_separacion_menor_estacional;elem_separacion_mayor_estacional;elem_aux_apoyo_es;construccion_ligera_fachada_ra;construccion_ligera_bordillo_ra;tarima_pavimento_ra;toldos_pavimento_ra;sombrillas_pavimento_ra;elem_separacion_menor_anual;elem_separacion_mayor_anual;elem_aux_apoyo_ra;estufas_gas_es;estufas_electricas_es;aparatos_clima_es;nebulizadores_es;iluminacion_es;otros_es_elem_ind;estufas_gas_ra;estufas_electricas_ra;aparatos_clima_ra;nebulizadores_ra;iluminacion_ra;otros_ra_elem_ind;sonometro_estacional;sonometro_anual;placas_fotovoltaicas_estacional;placas_fotovoltaicas_anual;fx_carga
"1989";"285016773";8;"FUENCARRAL-EL PARDO ";808;"EL GOLOSO           ";"31006861";1;31000147;"CALLE                   ";"MONASTERIO DE LIEBANA                             ";"NUM";"000007";" C";"1244102VK4184C0084OF";28049;441083.62;4484270.5;"1";"Puerta Calle";"1";"Abierto";30;;"1";"04";;;"BERGUE DELICATESSEN";"1";"Anual";"1";"Abierta";30.79;9.72;"2015-04-01 09:53:25.05";"31041063";1;31000147;"CALLE                   ";"MONASTERIO DE LIEBANA                             ";"NUM";"000005";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;9;3;36;12;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;5;"false";0;0;0;0;0;0;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"1990";"270359027";8;"FUENCARRAL-EL PARDO ";801;"EL PARDO            ";"11043243";1;634300;"CALLE                   ";"REGIMIENTO                                        ";"NUM";"000001";"  ";"3873511VK3837D0001YK";28048;433781.7;4487141.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"01";;;"RESTAURANTE FLORA BARRAGAN";"1";"Anual";"1";"Abierta";95.58;95.58;"2015-04-01 09:53:31.26";"11043243";1;634300;"CALLE                   ";"REGIMIENTO                                        ";"NUM";"000001";"  ";"Otros";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;27;27;108;108;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"true";"false";0;0;0;0;0;"false";"true";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.453598"
"1992";"280048984";8;"FUENCARRAL-EL PARDO ";808;"EL GOLOSO           ";"31012865";1;31000153;"CALLE                   ";"MONASTERIO DE LAS BATUECAS                        ";"NUM";"000015";" E";"0341202VK4084B0228FF";28049;440246.62;4483893.5;"1";"Puerta Calle";"1";"Abierto";80;;"1";"09";;;"LA BELLA ANNA";"1";"Anual";"1";"Abierta";36.00;36.00;"2015-04-01 09:53:42.44";"31045233";1;31000135;"AVENIDA                 ";"MONASTERIO DE SILOS                               ";"NUM";"000027";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;10;10;40;40;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;10;0;0;"false";0;0;0;10;0;0;"false";"false";"true";"true";0;0;0;0;0;"false";"true";"true";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"1999";"80001030";8;"FUENCARRAL-EL PARDO ";804;"EL PILAR            ";"11046759";1;337350;"CALLE                   ";"GINZO DE LIMIA                                    ";"NUM";"000021";"  ";"0212980VK801A0001KR";28029;440340.62;4480956.5;"1";"Puerta Calle";"1";"Abierto";10;" ";"1";" ";;;"BAR LA PRADERA";"1";"Anual";"1";"Abierta";14.11;14.11;"2015-04-01 09:57:37.16";"11046759";1;337350;"CALLE                   ";"GINZO DE LIMIA                                    ";"NUM";"000021";"  ";"Acera";"08:00:00";"01:00:00";"08:00:00";"00:00:00";"08:00:00";"01:30:00";"08:00:00";"00:00:00";0;0;6;6;18;18;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.453598"
"2008";"280047830";8;"FUENCARRAL-EL PARDO ";804;"EL PILAR            ";"11046748";1;500900;"CALLE                   ";"MELCHOR FERNANDEZ ALMAGRO                         ";"NUM";"000054";"  ";"02129A4VK4801A8006NN";28029;440200.62;4480896.5;"1";"Puerta Calle";"1";"Abierto";60;;"1";"13";;;"VAL Y MAR";"1";"Anual";"1";"Abierta";16.64;16.64;"2015-04-01 10:01:23.813";"11046748";1;500900;"CALLE                   ";"MELCHOR FERNANDEZ ALMAGRO                         ";"NUM";"000054";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;8;8;18;18;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;4;"false";0;0;0;0;0;4;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.453598"
"2015";"280048116";8;"FUENCARRAL-EL PARDO ";806;"VALVERDE            ";"20057087";1;127;"CALLE                   ";"ISABEL COLBRAND                                   ";"NUM";"000016";" A";"2749805VK4824H0302DZ";28050;442620.62;4484738.5;"1";"Puerta Calle";"1";"Abierto";20;;"1";"07";;;"BAR LOS ANGELES";"1";"Anual";"1";"Abierta";41.40;41.40;"2015-04-01 10:02:05.377";"20057087";1;127;"CALLE                   ";"ISABEL COLBRAND                                   ";"NUM";"000016";" A";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;20;20;52;52;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;5;"false";0;0;0;0;0;5;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"2017";"280048926";8;"FUENCARRAL-EL PARDO ";808;"EL GOLOSO           ";"31015287";1;31000136;"AVENIDA                 ";"MONASTERIO DE EL ESCORIAL                         ";"NUM";"000026";" F";"0341201VK4084B0147GQ";28049;440186.62;4483960.5;"1";"Puerta Calle";"1";"Abierto";30;;"1";"11";;;"BARRA DE PINTXOS";"1";"Anual";"1";"Abierta";62.20;62.20;"2015-04-01 10:02:16.39";"31015282";1;31000136;"AVENIDA                 ";"MONASTERIO DE EL ESCORIAL                         ";"NUM";"000026";" A";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;22;22;65;65;0;0;"false";"false";;;;;;1;"Suelo publico";14;0;0;0;0;8;"false";14;0;0;0;0;8;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"2023";"270356362";8;"FUENCARRAL-EL PARDO ";803;"PEÑA GRANDE         ";"11045419";1;141550;"AVENIDA                 ";"CARDENAL HERRERA ORIA                             ";"NUM";"000248";"  ";"8916918VK3881F0003KW";28035;438884.62;4481415.5;"1";"Puerta Calle";"1";"Abierto";30;;"1";"03";;;"MESON LOS GRANAINOS";"2";"Estacional";"1";"Abierta";12.24;;"2015-04-07 11:50:13.567";"31011733";1;427600;"CALLE                   ";"LACOMA                                            ";"NUM";"000002";"  ";"Acera";"08:00:00";"01:30:00";;;"08:00:00";"01:30:00";;;0;0;6;0;20;0;0;;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;2;"false";0;;0;0;;0;;"false";"false";"false";0;0;0;0;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;0;;0;;"2025-04-25 03:30:58.775215"
"2024";"270531276";8;"FUENCARRAL-EL PARDO ";806;"VALVERDE            ";"31036638";1;2792;"CALLE                   ";"CASTIELLO DE JACA                                 ";"NUM";"000014";" A";"2647604VK4284G0109KU";28050;442542.62;4484477.5;"1";"Puerta Calle";"1";"Abierto";40;;"1";"06";;;"QUEEN - FOOD AND MUSIC";"1";"Anual";"1";"Abierta";22.26;22.26;"2015-04-07 11:50:24.83";"31036638";1;2792;"CALLE                   ";"CASTIELLO DE JACA                                 ";"NUM";"000014";" A";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;5;5;20;20;0;0;"true";"false";;;;;;1;"Suelo publico";3;0;0;0;0;0;"false";3;0;0;0;0;0;"false";"false";"true";"false";0;0;0;0;0;"false";"true";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"2026";"270530525";8;"FUENCARRAL-EL PARDO ";806;"VALVERDE            ";"20057060";1;87100;"CALLE                   ";"MARIA TUBAU                                       ";"NUM";"000015";" A";"2749803VK4824H0267HL";28050;442620.62;4484756.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"05";;;"CARDEÑO TABERNA";"1";"Anual";"1";"Abierta";42.12;42.12;"2015-04-07 11:50:39.04";"20057060";1;87100;"CALLE                   ";"MARIA TUBAU                                       ";"NUM";"000015";" A";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;13;13;52;52;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"2042";"270530885";1;"CENTRO              ";105;"UNIVERSIDAD         ";"11006751";1;253800;"CALLE                   ";"DUQUE DE OSUNA                                    ";"NUM";"000006";"  ";"9753215VK3795D0002QR";28015;439615.6;4475181.5;"1";"Puerta Calle";"1";"Abierto";20;"02";"1";"EX1";;;"LA VENGANZA DE MELINCHE";"1";"Anual";"1";"Abierta";18.72;18.72;"2015-04-07 13:27:25.89";"11006751";1;253800;"CALLE                   ";"DUQUE DE OSUNA                                    ";"NUM";"000006";"  ";"Calle peatonal";"10:00:00";"00:30:00";"10:00:00";"23:00:00";"10:00:00";"02:00:00";"10:00:00";"23:00:00";0;0;7;7;21;21;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;2;"false";0;;0;0;;2;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.27455"
"2051";"180000235";18;"VILLA DE VALLECAS   ";1801;"CASCO H.VALLECAS    ";"20136010";1;2655;"CALLE                   ";"VILLACAÑAS                                        ";"NUM";"000001";" D";"7692501VK4679A0116XS";28031;447406.53;4469018.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"C";;;"BAR CERVECERIA REMO";"1";"Anual";"1";"Abierta";53.25;53.25;"2015-04-08 13:16:53.267";"20128548";1;2655;"CALLE                   ";"VILLACAÑAS                                        ";"NUM";"000001";" A";"Acera";"08:00:00";"01:00:00";"08:00:00";"00:00:00";"08:00:00";"01:30:00";"08:00:00";"00:00:00";0;0;16;16;62;62;0;0;"true";"false";;;;;;1;"Suelo publico";0;0;0;0;0;4;"false";0;0;0;0;0;4;"false";"false";"true";"false";0;0;0;0;0;"false";"true";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"2057";"270130743";8;"FUENCARRAL-EL PARDO ";804;"EL PILAR            ";"11046748";1;500900;"CALLE                   ";"MELCHOR FERNANDEZ ALMAGRO                         ";"NUM";"000054";"  ";"02129A4VK4801A8007NN";28029;440203.62;4480897.5;"1";"Puerta Calle";"1";"Abierto";70;;"1";"14";;;"BAR JJ HERRANZ";"1";"Anual";"1";"Abierta";25.92;25.92;"2015-04-08 13:53:41.97";"11046748";1;500900;"CALLE                   ";"MELCHOR FERNANDEZ ALMAGRO                         ";"NUM";"000054";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;8;8;32;32;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;4;"false";0;0;0;0;0;4;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.453598"
"1792";"280057273";13;"PUENTE DE VALLECAS  ";1302;"SAN DIEGO           ";"11093689";1;239800;"CALLE                   ";"DOCTOR BELLIDO                                    ";"NUM";"000041";"  ";"3307610VK4730E0025KW";28018;443237.56;4470495.5;"1";"Puerta Calle";"1";"Abierto";30;;"1";"B";;;"DONER KEBAP ENTREVIAS";"1";"Anual";"1";"Abierta";30.96;30.96;"2015-03-20 13:32:41.457";"31063231";1;239800;"CALLE                   ";"DOCTOR BELLIDO                                    ";"NUM";"000041";" A";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;7;7;22;22;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;0;"false";0;;0;0;;0;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.775215"
"1963";"270130393";8;"FUENCARRAL-EL PARDO ";804;"EL PILAR            ";"11046622";1;337350;"CALLE                   ";"GINZO DE LIMIA                                    ";"NUM";"000029";"  ";"0212976VK4801A0001OR";28029;440318.62;4481045.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"01";;;"CERVECERIA LA SALMANTINA";"1";"Anual";"1";"Abierta";5.76;5.76;"2015-04-01 09:44:31.107";"11046622";1;337350;"CALLE                   ";"GINZO DE LIMIA                                    ";"NUM";"000029";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;4;4;8;8;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;3;"false";0;0;0;0;0;3;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.453598"
"1831";"280072877";15;"CIUDAD LINEAL       ";1504;"CONCEPCION          ";"11110229";1;401600;"CALLE                   ";"JOSE DEL HIERRO                                   ";"NUM";"000039";"  ";"5570602VK4757A8005NN";28027;445335.56;4476810.5;"1";"Puerta Calle";"1";"Abierto";40;;"1";"04";;;"CHICAS";"1";"Anual";"1";"Abierta";9.36;9.36;"2015-03-23 10:03:40.87";"11110229";1;401600;"CALLE                   ";"JOSE DEL HIERRO                                   ";"NUM";"000039";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;4;4;12;12;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;0;"false";0;;0;0;;0;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.453598"
"1833";"40003105";4;"SALAMANCA           ";405;"LISTA               ";"11019061";1;206100;"CALLE                   ";"CONDE DE PEÑALVER                                 ";"NUM";"000082";"  ";"2962217VK4726B0004DS";28006;442759.6;4476026.5;"1";"Puerta Calle";"1";"Abierto";30;" ";"1";" ";;;"LA CUCHARA";"1";"Anual";"1";"Abierta";12.50;12.50;"2015-03-23 12:17:33.297";"11019061";1;206100;"CALLE                   ";"CONDE DE PEÑALVER                                 ";"NUM";"000082";"  ";"Acera";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"08:00:00";"00:00:00";0;0;5;5;14;14;0;0;"false";"false";;;;;"2022-03-28";1;"Suelo publico";0;2;0;0;0;2;"false";0;2;0;0;0;2;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";1;1;0;0;"2025-04-25 03:30:58.27455"
"2027";"285016383";8;"FUENCARRAL-EL PARDO ";803;"PEÑA GRANDE         ";"31028608";1;322600;"CAMINO                  ";"GANAPANES                                         ";"NUM";"000001";" A";"9404206VK3890C0151XZ";28035;439393.62;4480192.5;"1";"Puerta Calle";"1";"Abierto";80;;"1";"03";;;"LA SIDRERIA";"1";"Anual";"1";"Abierta";24.19;24.19;"2015-04-07 11:50:47.227";"31028608";1;322600;"CAMINO                  ";"GANAPANES                                         ";"NUM";"000001";" A";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;8;8;32;32;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"true";"true";0;0;0;0;0;"false";"true";"true";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"2028";"285016752";8;"FUENCARRAL-EL PARDO ";808;"EL GOLOSO           ";"31019714";1;31000136;"AVENIDA                 ";"MONASTERIO DE EL ESCORIAL                         ";"NUM";"000024";" C";"0141902VK4084A0074FU";28049;440077.62;4483977.5;"1";"Puerta Calle";"1";"Abierto";20;;"1";"04";;;"CACHARRO";"1";"Anual";"1";"Abierta";30.76;30.76;"2015-04-07 11:50:55.647";"31019714";1;31000136;"AVENIDA                 ";"MONASTERIO DE EL ESCORIAL                         ";"NUM";"000024";" C";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;7;7;11;11;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"true";"true";0;0;5;0;0;"false";"true";"true";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"2047";"270538448";15;"CIUDAD LINEAL       ";1504;"CONCEPCION          ";"11109698";1;249500;"AVENIDA                 ";"DONOSTIARRA                                       ";"NUM";"000006";"  ";"4263303VK4746C0009P";28027;444113.6;4476200.5;"1";"Puerta Calle";"1";"Abierto";70;;"1";"L1";;;"SIMILAR A LOS EXISTENTES";"1";"Anual";"1";"Abierta";71.34;36.90;"2015-04-08 09:23:02.657";"11109698";1;249500;"AVENIDA                 ";"DONOSTIARRA                                       ";"NUM";"000006";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:00:00";"10:00:00";"00:00:00";0;0;24;12;68;36;;;"false";"false";;;;;;2;"Suelo privado";0;;0;0;;8;"false";0;;0;0;;0;"false";"false";"true";"false";0;0;0;;0;"false";"true";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.453598"
"2052";"270268033";18;"VILLA DE VALLECAS   ";1801;"CASCO H.VALLECAS    ";"11129806";1;539900;"CALLE                   ";"NUESTRA SEÑORA DE LA TORRE                        ";"NUM";"000001";"  ";"7003713VK4770C0001KT";28031;447032.53;4470057.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"A";;;"BAR CON COCINA";"1";"Anual";"1";"Abierta";23.94;23.94;"2015-04-08 13:16:57.64";"11129806";1;539900;"CALLE                   ";"NUESTRA SEÑORA DE LA TORRE                        ";"NUM";"000001";"  ";"Acera";"08:00:00";"01:00:00";"08:00:00";"00:00:00";"08:00:00";"01:30:00";"08:00:00";"00:00:00";0;0;6;6;24;24;0;0;"false";"false";;;;;;1;"Suelo publico";8;0;0;0;0;0;"false";8;0;0;0;0;0;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"2054";"280050444";12;"USERA               ";1205;"MOSCARDO            ";"11085132";1;472000;"CALLE                   ";"MARCELO USERA                                     ";"NUM";"000168";"  ";"9409810VK3790H0002BQ";28026;439283.6;4470794.5;"1";"Puerta Calle";"1";"Abierto";40;;"0";"02";;;"AMISTAD";"1";"Anual";"1";"Abierta";78.74;78.74;"2015-04-08 13:41:42.037";"11085120";1;668700;"CALLE                   ";"SAN FILIBERTO                                     ";"NUM";"000004";"  ";"Otros";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;19;5;71;20;0;0;"false";"true";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.453598"
"1788";"280058497";13;"PUENTE DE VALLECAS  ";1305;"PORTAZGO            ";"11097985";1;573400;"CALLE                   ";"PEDRO LABORDE                                     ";"NUM";"000056";"  ";"4911603VK4741B0001EQ";28018;444888.56;4470956.5;"1";"Puerta Calle";"1";"Abierto";50;;"1";"A";;;"BAR CAFETERIA LUCI";"2";"Estacional";"1";"Abierta";47.81;;"2015-03-20 13:32:17.727";"11097985";1;573400;"CALLE                   ";"PEDRO LABORDE                                     ";"NUM";"000056";"  ";"Acera";"10:00:00";"00:00:00";;;"10:00:00";"00:00:00";;;0;0;17;0;45;0;0;;"true";"false";;;;;;1;"Suelo publico";0;0;0;0;0;4;"false";0;;0;0;;0;;"false";"true";"false";0;0;1;0;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;0;;0;;"2025-04-25 03:30:58.453598"
"1795";"280059392";13;"PUENTE DE VALLECAS  ";1301;"ENTREVIAS           ";"20084250";1;365000;"CALLE                   ";"HORNACHOS                                         ";"NUM";"000012";" C";"3296905VK4639E0031AG";28053;443189.56;4469375.5;"1";"Puerta Calle";"4";"Cerrado";10;;"1";"03";;;"BAR NOAH";"2";"Estacional";"1";"Abierta";62.64;;"2015-03-20 13:33:07.053";"20084250";1;365000;"CALLE                   ";"HORNACHOS                                         ";"NUM";"000012";" C";"Acera";"10:00:00";"01:00:00";;;"10:00:00";"02:30:00";;;0;;16;;60;;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;0;"false";;;;;;;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";;;;;;0;0;0;0;0;"false";;;;;;"false";;;;;"2025-04-25 03:30:58.775215"
"1810";"270437949";13;"PUENTE DE VALLECAS  ";1301;"ENTREVIAS           ";"11089611";1;576100;"CALLE                   ";"PEIRONCELY                                        ";"NUM";"000029";"  ";"3104606VK4730C0001GS";28053;443049.56;4470238.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"1A";;;"CERVECERIA LA CANTINA";"1";"Anual";"1";"Abierta";38.40;38.40;"2015-03-20 13:34:14.337";"11089611";1;576100;"CALLE                   ";"PEIRONCELY                                        ";"NUM";"000029";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;12;0;42;0;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.453598"
"1856";"280058398";13;"PUENTE DE VALLECAS  ";1305;"PORTAZGO            ";"11097620";1;810;"CALLE                   ";"RIO ORINOCO                                       ";"NUM";"000011";"  ";"4710905VK4741B0004QR";28018;444631.56;4470813.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"02";;;"EL MESON ESCONDIDO";"2";"Estacional";"1";"Abierta";45.08;;"2015-03-24 13:29:01.347";"11097620";1;810;"CALLE                   ";"RIO ORINOCO                                       ";"NUM";"000011";"  ";"Acera";"10:00:00";"00:00:00";;;"10:00:00";"00:00:00";;;0;0;10;0;40;0;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;0;"false";0;;0;0;;0;;"false";"false";"false";0;0;0;;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;;;;;"2025-04-25 03:30:58.453598"
"1858";"270161724";13;"PUENTE DE VALLECAS  ";1304;"PALOMERAS SURESTE   ";"11096723";1;663600;"CALLE                   ";"SAN CLAUDIO                                       ";"NUM";"000059";"  ";"5814902VK4751D0001LM";28038;445742.56;4471278.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"A";;;"SAN CLAUDIO";"1";"Anual";"1";"Abierta";51.58;51.49;"2015-03-24 13:29:07.417";"11096723";1;663600;"CALLE                   ";"SAN CLAUDIO                                       ";"NUM";"000059";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"01:30:00";"10:00:00";"00:00:00";0;0;17;17;54;54;;;"false";"true";;;;;;1;"Suelo publico";0;;0;8;;7;"false";0;;0;8;;7;"false";"false";"true";"false";0;0;0;;0;"false";"true";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.453598"
