id_terraza;id_local;id_distrito_local;desc_distrito_local;id_barrio_local;desc_barrio_local;id_ndp_edificio;id_clase_ndp_edificio;id_vial_edificio;clase_vial_edificio;desc_vial_edificio;nom_edificio;num_edificio;cal_edificio;ref_catastral;Cod_Postal;coordenada_x_local;coordenada_y_local;id_tipo_acceso_local;desc_tipo_acceso_local;id_situacion_local;desc_situacion_local;secuencial_local_PC;Escalera;id_planta_agrupado;id_local_agrupado;coordenada_x_agrupacion;coordenada_y_agrupacion;rotulo;id_periodo_terraza;desc_periodo_terraza;id_situacion_terraza;desc_situacion_terraza;Superficie_ES;Superficie_RA;Fecha_confir_ult_decreto_resol;id_ndp_terraza;id_clase_ndp_terraza;id_vial;desc_clase;desc_nombre;nom_terraza;num_terraza;cal_terraza;desc_ubicacion_terraza;hora_ini_LJ_es;hora_fin_LJ_es;hora_ini_LJ_ra;hora_fin_LJ_ra;hora_ini_VS_es;hora_fin_VS_es;hora_ini_VS_ra;hora_fin_VS_ra;mesas_aux_es;mesas_aux_ra;mesas_es;mesas_ra;sillas_es;sillas_ra;mesas_altas_estacional;mesas_altas_anual;anclaje;apilamiento;ambito_ordenacion_cod;ambito_ordenacion_desc;denominacion_cod;denominacion_desc;fecha_acuerdo_delimitacion;tipo_suelo_cod;tipo_suelo_desc;separadores_moviles_menor_estacional;separadores_moviles_mayor_estacional;auxiliares_informacion_es;elem_jard_menor_estacional;elem_jard_mayor_estacional;sombrillas_es;otros_es_mobiliario;separadores_moviles_menor_anual;separadores_moviles_mayor_anual;auxiliares_informacion_ra;elem_jard_menor_anual;elem_jard_mayor_anual;sombrillas_ra;otros_ra_mobiliario;construccion_ligera_fachada_es;construccion_ligera_bordillo_es;tarima_pavimento_es;toldos_pavimento_es;sombrillas_pavimento_es;elem_separacion_menor_estacional;elem_separacion_mayor_estacional;elem_aux_apoyo_es;construccion_ligera_fachada_ra;construccion_ligera_bordillo_ra;tarima_pavimento_ra;toldos_pavimento_ra;sombrillas_pavimento_ra;elem_separacion_menor_anual;elem_separacion_mayor_anual;elem_aux_apoyo_ra;estufas_gas_es;estufas_electricas_es;aparatos_clima_es;nebulizadores_es;iluminacion_es;otros_es_elem_ind;estufas_gas_ra;estufas_electricas_ra;aparatos_clima_ra;nebulizadores_ra;iluminacion_ra;otros_ra_elem_ind;sonometro_estacional;sonometro_anual;placas_fotovoltaicas_estacional;placas_fotovoltaicas_anual;fx_carga
"34";"270078567";4;"SALAMANCA           ";404;"GUINDALERA          ";"11018555";1;35200;"CALLE                   ";"ALONSO HEREDIA                                    ";"NUM";"000025";"  ";"3065403VK4736E0001LJ";28028;442986.6;4476379.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"04";;;"BAR MARISQUERIA LUIS";"1";"Anual";"1";"Abierta";11.16;11.16;"2014-04-04 10:03:37.793";"11018555";1;35200;"CALLE                   ";"ALONSO HEREDIA                                    ";"NUM";"000025";"  ";"Calle peatonal";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;4;0;14;0;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;2;"false";0;;0;0;;0;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.27455"
"36";"40002021";4;"SALAMANCA           ";404;"GUINDALERA          ";"11018545";1;10100;"CALLE                   ";"AGUSTIN DURAN                                     ";"NUM";"000010";"  ";"3165209VK4736E";28028;442972.6;4476350.5;"1";"Puerta Calle";"1";"Abierto";20;" ";"1";" ";;;"SAGAR";"2";"Estacional";"1";"Abierta";7.20;;"2014-04-07 09:03:47.69";"11018548";1;35200;"CALLE                   ";"ALONSO HEREDIA                                    ";"NUM";"000022";"  ";"Calle peatonal";"08:00:00";"01:30:00";;;"08:00:00";"01:30:00";;;0;0;5;0;10;0;0;;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;;0;0;;0;;"false";"false";"false";0;0;0;0;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;0;;0;;"2025-04-25 03:30:58.27455"
"62";"180000735";18;"VILLA DE VALLECAS   ";1801;"CASCO H.VALLECAS    ";"31005855";1;580300;"CALLE                   ";"PEÑA RIVERA                                       ";"NUM";"000030";"  ";"7296603VK4679E0101GD";28031;447137.53;4469405.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"L3";;;"BAR CANALEJAS";"1";"Anual";"1";"Abierta";14.50;14.50;"2014-04-14 10:12:42.437";"20072223";1;2246;"CALLE                   ";"FUENTIDUEÑA                                       ";"NUM";"000021";"  ";"Acera";"08:00:00";"01:00:00";"08:00:00";"00:00:00";"08:00:00";"01:30:00";"08:00:00";"00:00:00";0;0;5;5;18;18;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;3;"false";0;0;0;0;0;3;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"69";"270380946";4;"SALAMANCA           ";401;"RECOLETOS           ";"11013848";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000089";"  ";"1949608VK4714H0002JE";28009;441877.6;4474703.5;"1";"Puerta Calle";"1";"Abierto";10;;"0";"DR";;;"EL ARBOL Y LA TOSTA";"1";"Anual";"1";"Abierta";5.04;5.04;"2014-04-15 11:52:24.62";"11013848";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000089";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;3;3;6;6;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;0;"false";0;;0;0;;0;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.27455"
"70";"170000965";17;"VILLAVERDE          ";1705;"LOS ANGELES         ";"11128562";1;426685;"CALLE                   ";"LA DEL MANOJO DE ROSAS                            ";"NUM";"000071";"  ";"0975625VK4607F0001EE";28041;440747.53;4467357.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"01";;;"LA PINILLA II";"1";"Anual";"1";"Abierta";57.24;57.00;"2014-04-16 09:23:16.023";"11128562";1;426685;"CALLE                   ";"LA DEL MANOJO DE ROSAS                            ";"NUM";"000071";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;13;13;49;49;;;"true";"true";;;;;;1;"Suelo publico";0;;0;0;;6;"false";0;;0;0;;6;"false";"false";"false";"false";3;0;0;;0;"false";"false";"false";3;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.775215"
"78";"170001098";17;"VILLAVERDE          ";1704;"LOS ROSALES         ";"31002008";1;2697;"CALLE                   ";"MARIA BARRIENTOS                                  ";"NUM";"000004";" A";"1775701VK4617F0338EZ";28021;441702.53;4467387.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"11";;;"SIDRERIA MAS LOLA";"2";"Estacional";"1";"Abierta";47.96;;"2014-04-24 14:13:05.273";"31002008";1;2697;"CALLE                   ";"MARIA BARRIENTOS                                  ";"NUM";"000004";" A";"Acera";"08:00:00";"01:30:00";;;"08:00:00";"01:30:00";;;0;0;11;0;44;0;;;"false";"true";;;;;;1;"Suelo publico";0;;0;0;;0;"false";0;;0;0;;0;;"false";"false";"false";0;0;0;;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;;;;;"2025-04-25 03:30:58.775215"
"79";"270228707";17;"VILLAVERDE          ";1701;"SAN ANDRES          ";"11124826";1;18100;"PASEO                   ";"ALBERTO PALACIOS                                  ";"NUM";"000020";"  ";"9766213VK3696F0001OP";28021;439581.53;4466421.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"01";;;"BURGUER CAROVI";"1";"Anual";"1";"Abierta";29.13;29.13;"2014-04-24 14:13:10.213";"11124826";1;18100;"PASEO                   ";"ALBERTO PALACIOS                                  ";"NUM";"000020";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;10;10;40;40;;;"false";"true";;;;;;1;"Suelo publico";0;;0;0;;2;"false";0;;0;0;;2;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.453598"
"86";"170000257";17;"VILLAVERDE          ";1705;"LOS ANGELES         ";"11128909";1;561025;"CALLE                   ";"PAN Y TOROS                                       ";"NUM";"000011";"  ";"1180823VK4618A0001AW";28041;441020.56;4467961.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"A";;;"BAR PEMA";"1";"Anual";"1";"Abierta";37.00;37.00;"2014-04-24 14:13:44.453";"11128909";1;561025;"CALLE                   ";"PAN Y TOROS                                       ";"NUM";"000011";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;11;11;42;42;;;"false";"true";;;;;;1;"Suelo publico";0;;0;0;;2;"false";0;;0;0;;2;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.775215"
"8";"270547645";18;"VILLA DE VALLECAS   ";1803;"ENSANCHE DE VALLECAS";"31017910";1;2256;"CALLE                   ";"ALMONTE                                           ";"NUM";"000019";"  ";"6794213VK4669D0070ZX";28031;446598.53;4469313.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"02";;;"LIZETH";"1";"Anual";"1";"Abierta";37.44;37.44;"2014-03-28 10:17:25.447";"31017910";1;2256;"CALLE                   ";"ALMONTE                                           ";"NUM";"000019";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;12;12;34;34;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;4;"false";0;0;0;0;0;4;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"32";"270068967";4;"SALAMANCA           ";401;"RECOLETOS           ";"11014183";1;85200;"CALLE                   ";"AYALA                                             ";"NUM";"000019";"  ";"1957910VK4715F0001ZQ";28001;441830.6;4475475.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"01";;;"JURUCHA";"2";"Estacional";"1";"Abierta";18.38;;"2014-04-04 08:48:36.03";"11014183";1;85200;"CALLE                   ";"AYALA                                             ";"NUM";"000019";"  ";"Acera";"08:00:00";"01:30:00";;;"08:00:00";"01:30:00";;;0;0;10;0;20;0;;;"false";"false";;;;;;1;"Suelo publico";7;;0;0;;2;"false";0;;0;0;;0;;"false";"false";"false";0;0;0;;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;;;;;"2025-04-25 03:30:58.27455"
"33";"270403150";4;"SALAMANCA           ";404;"GUINDALERA          ";"11018870";1;42500;"AVENIDA                 ";"AMERICA                                           ";"NUM";"000002";"  ";"2767608VK4726F0001";28028;442586.6;4476524.5;"1";"Puerta Calle";"1";"Abierto";30;;"1";"01";;;"VIPS";"1";"Anual";"1";"Abierta";8.16;8.16;"2014-04-04 09:19:44.59";"11018870";1;42500;"AVENIDA                 ";"AMERICA                                           ";"NUM";"000002";"  ";"Acera";"08:00:00";"01:00:00";"08:00:00";"00:00:00";"08:00:00";"01:30:00";"08:00:00";"00:00:00";0;0;3;3;9;9;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;3;0;0;"false";0;0;0;3;0;0;"false";"false";"false";"false";0;0;0;0;0;"false";"false";"false";0;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.27455"
"40";"40002808";4;"SALAMANCA           ";401;"RECOLETOS           ";"11014033";1;85200;"CALLE                   ";"AYALA                                             ";"NUM";"000014";"  ";"1756107VK4715F0002QW";28001;441656.6;4475470.5;"1";"Puerta Calle";"1";"Abierto";10;" ";"1";" ";;;"TEPIC";"1";"Anual";"1";"Abierta";25.48;25.48;"2014-04-07 09:32:55.193";"11014033";1;85200;"CALLE                   ";"AYALA                                             ";"NUM";"000014";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";1;1;8;8;24;24;;;"false";"true";;;;;;1;"Suelo publico";0;;0;4;;2;"false";0;;0;4;;2;"false";"false";"false";"true";0;0;19;;0;"false";"false";"true";0;0;0;;0;2;0;0;0;1;"false";2;0;0;0;1;"false";;;;;"2025-04-25 03:30:58.27455"
"49";"270186237";19;"VICALVARO           ";1901;"CASCO H.VICALVARO   ";"11133298";1;150950;"CALLE                   ";"CASALARREINA                                      ";"NUM";"000031";"  ";"7933801VK4773D0003";28032;447802.56;4473173.5;"1";"Puerta Calle";"1";"Abierto";10;" ";"1";" ";;;"BAR";"1";"Anual";"1";"Abierta";51.17;51.17;"2014-04-08 12:20:20.137";"11133298";1;150950;"CALLE                   ";"CASALARREINA                                      ";"NUM";"000031";"  ";"Acera";"08:00:00";"01:00:00";"08:00:00";"00:00:00";"08:00:00";"01:30:00";"08:00:00";"00:00:00";0;0;18;18;68;68;;;"false";"true";;;;;;1;"Suelo publico";0;;0;0;;0;"false";0;;0;0;;0;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.775215"
"56";"170000773";17;"VILLAVERDE          ";1704;"LOS ROSALES         ";"11126803";1;786850;"CALLE                   ";"VILLAJOYOSA                                       ";"NUM";"000073";"  ";"1476725VK4617E0001LZ";28041;441341.53;4467433.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"01";;;"DONER KEBAB ARMENIA";"2";"Estacional";"1";"Abierta";12.96;;"2014-04-14 09:20:56.81";"11126803";1;786850;"CALLE                   ";"VILLAJOYOSA                                       ";"NUM";"000073";"  ";"Acera";"08:00:00";"01:30:00";;;"08:00:00";"01:30:00";;;0;0;4;0;16;0;;;"false";"true";;;;;;1;"Suelo publico";0;;0;0;;0;"false";0;;0;0;;0;;"false";"false";"false";0;0;0;;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;;;;;"2025-04-25 03:30:58.775215"
"57";"40001046";4;"SALAMANCA           ";403;"FUENTE DEL BERRO    ";"11016908";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000204";"  ";;28028;443731.6;4475754.5;"1";"Puerta Calle";"1";"Abierto";20;" ";"1";" ";;;"CAFETERIA CESAR LAS VENTAS";"1";"Anual";"1";"Abierta";18.05;18.05;"2014-04-14 09:29:16.89";"11016908";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000204";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;6;6;22;22;;;"true";"true";;;;;;1;"Suelo publico";0;;0;0;;4;"false";0;;0;0;;4;"false";"false";"false";"true";0;0;12;;0;"false";"false";"true";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.27455"
"37";"270184111";18;"VILLA DE VALLECAS   ";1801;"CASCO H.VALLECAS    ";"11129905";1;2872;"CALLE                   ";"SIERRA GADOR                                      ";"NUM";"000041";"  ";"7303206VK4770C0006SP";28031;447209.53;4470130.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"01";;;"LOS MANCHEGOS";"1";"Anual";"1";"Abierta";16.70;16.70;"2014-04-07 09:27:35.943";"11129905";1;2872;"CALLE                   ";"SIERRA GADOR                                      ";"NUM";"000041";"  ";"Plaza peatonal";"08:00:00";"01:00:00";"08:00:00";"00:00:00";"08:00:00";"01:30:00";"08:00:00";"00:00:00";0;0;6;6;19;19;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"true";"false";0;0;0;0;0;"false";"true";"false";0;0;0;0;0;0;0;0;0;1;"false";0;0;0;0;1;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"42";"40002970";4;"SALAMANCA           ";403;"FUENTE DEL BERRO    ";"11016907";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000200";" A";"3859807VK4735H0030";28028;443685.6;4475723.5;"1";"Puerta Calle";"1";"Abierto";20;" ";"1";" ";;;"VIPS";"1";"Anual";"1";"Abierta";14.89;14.89;"2014-04-07 10:02:16.493";"11016907";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000200";" A";"Acera";"08:00:00";"01:00:00";"08:00:00";"00:00:00";"08:00:00";"01:30:00";"08:00:00";"00:00:00";0;0;6;6;18;18;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;2;"false";0;;0;0;;2;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.27455"
"44";"40001459";4;"SALAMANCA           ";404;"GUINDALERA          ";"11018130";1;42500;"AVENIDA                 ";"AMERICA                                           ";"NUM";"000032";"  ";;28028;442926.6;4476681.5;"1";"Puerta Calle";"1";"Abierto";10;" ";"1";" ";;;"HOTEL ABBA MADRID";"2";"Estacional";"1";"Abierta";19.44;;"2014-04-07 10:31:51.32";"11018130";1;42500;"AVENIDA                 ";"AMERICA                                           ";"NUM";"000032";"  ";"Acera";"10:00:00";"01:00:00";;;"10:00:00";"02:30:00";;;0;0;6;0;24;0;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;0;"false";0;;0;0;;0;;"false";"false";"false";0;0;0;;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;;;;;"2025-04-25 03:30:58.27455"
"51";"270076142";4;"SALAMANCA           ";404;"GUINDALERA          ";"11016970";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000225";"  ";"3558903VK4735H0002ET";28028;443565.6;4475688.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"IZ";;;"EL NUEVO RINCÓN DE JAÉN";"1";"Anual";"1";"Abierta";21.66;21.66;"2014-04-14 08:50:56.15";"11016970";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000225";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;8;8;25;25;;;"false";"true";;;;;;1;"Suelo publico";0;;0;0;;3;"false";0;;0;0;;3;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.27455"
"52";"270071068";4;"SALAMANCA           ";402;"GOYA                ";"11014645";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000127";"  ";"2451403VK4725A0001AY";28009;442347.6;4474952.5;"1";"Puerta Calle";"1";"Abierto";20;;"1";"DR";;;"VIENA CAPELLANES";"1";"Anual";"1";"Abierta";7.02;7.02;"2014-04-14 09:00:44.093";"11014645";1;18900;"CALLE                   ";"ALCALA                                            ";"NUM";"000127";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";0;0;3;3;9;9;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;2;"false";0;;0;0;;2;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.27455"
"66";"200000837";20;"SAN BLAS-CANILLEJAS ";2001;"SIMANCAS            ";"31038473";1;505500;"CALLE                   ";"MIERES                                            ";"NUM";"000013";"  ";"6757301VK4765F0006YE";28037;446593.56;4475579.5;"1";"Puerta Calle";"1";"Abierto";60;" ";"1";" ";;;"BAR JOSUE";"1";"Anual";"1";"Abierta";10.23;10.23;"2014-04-14 12:57:09.097";"31038473";1;505500;"CALLE                   ";"MIERES                                            ";"NUM";"000013";"  ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"01:00:00";"10:00:00";"00:00:00";0;0;4;0;16;0;;;"false";"false";;;;;;1;"Suelo publico";1;;0;0;;1;"false";0;;0;0;;0;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.775215"
"72";"210000683";21;"BARAJAS             ";2104;"TIMON               ";"20125122";1;14300;"CALLE                   ";"ALAS                                              ";"NUM";"000030";"  ";"0705321VK5800F0003RM";28042;450640.6;4480471.5;"1";"Puerta Calle";"1";"Abierto";10;"B";"1";"03";;;"BURGER KING";"2";"Estacional";"1";"Abierta";29.16;;"2014-04-23 10:08:19.8";"20044134";1;439900;"AVENIDA                 ";"LOGROÑO                                           ";"NUM";"000337";"  ";"Acera";"10:00:00";"01:00:00";;;"10:00:00";"02:30:00";;;0;;9;;36;;;;"false";"false";;;;;;1;"Suelo publico";0;;0;0;;0;"true";;;;;;;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";;;;;;0;0;0;0;0;"false";;;;;;"false";;;;;"2025-04-25 03:30:58.775215"
"74";"270202022";18;"VILLA DE VALLECAS   ";1801;"CASCO H.VALLECAS    ";"11130120";1;716700;"CALLE                   ";"SIERRA GORDA                                      ";"NUM";"000025";"  ";"7505719VK4770F0001LO";28031;447532.53;4470237.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"A";;;"BAR-RESTAURANTE FRANVA";"1";"Anual";"1";"Abierta";104.60;60.60;"2014-04-24 10:14:54.257";"31054352";1;716700;"CALLE                   ";"SIERRA GORDA                                      ";"NUM";"000025";" B";"Calle peatonal";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;30;19;114;70;0;0;"true";"false";;;;;;1;"Suelo publico";0;0;0;0;0;6;"false";0;0;0;0;0;0;"false";"true";"false";"true";0;0;0;0;0;"true";"false";"true";0;0;0;0;0;0;4;0;0;1;"false";0;4;0;0;1;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"80";"170000967";17;"VILLAVERDE          ";1705;"LOS ANGELES         ";"11129020";1;426685;"CALLE                   ";"LA DEL MANOJO DE ROSAS                            ";"NUM";"000044";"  ";"0881807VK4608B0023AM";28041;440773.56;4467749.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"23";;;"A GAIVOTIÑA II";"1";"Anual";"1";"Abierta";55.54;38.00;"2014-04-24 14:13:15.15";"11129020";1;426685;"CALLE                   ";"LA DEL MANOJO DE ROSAS                            ";"NUM";"000044";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;16;10;56;35;;;"false";"true";;;;;;1;"Suelo publico";10;;0;0;;2;"false";10;;0;0;;0;"false";"false";"true";"false";0;0;0;;0;"false";"true";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.775215"
"82";"270456160";17;"VILLAVERDE          ";1701;"SAN ANDRES          ";"11125480";1;733450;"PASEO                   ";"TALLERES                                          ";"NUM";"000048";"  ";"0267504VK4606G0001PK";28021;440242.53;4466570.5;"1";"Puerta Calle";"1";"Abierto";20;;"1";"A";;;"LUCKY";"1";"Anual";"1";"Abierta";12.96;4.86;"2014-04-24 14:13:25.377";"11125480";1;733450;"PASEO                   ";"TALLERES                                          ";"NUM";"000048";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;8;3;16;6;;;"false";"true";;;;;;1;"Suelo publico";0;;0;0;;4;"false";0;;0;0;;0;"false";"false";"false";"false";0;0;0;;0;"false";"false";"false";0;0;0;;0;0;0;0;0;0;"false";0;0;0;0;0;"false";;;;;"2025-04-25 03:30:58.453598"
"54";"280062208";17;"VILLAVERDE          ";1702;"SAN CRISTOBAL       ";"11126231";1;513900;"CALLE                   ";"MONCADA                                           ";"NUM";"000119";"  ";"1459553VK4615G0038JP";28021;441294.53;4465802.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"110";;;"BAR LAS TORRES";"2";"Estacional";"1";"Abierta";8.67;;"2014-04-14 09:20:47.163";"11126231";1;513900;"CALLE                   ";"MONCADA                                           ";"NUM";"000119";"  ";"Acera";"08:00:00";"01:30:00";;;"08:00:00";"01:30:00";;;0;0;3;0;12;0;0;;"false";"true";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;;0;0;;0;;"false";"false";"false";0;0;0;0;0;;;;0;0;0;;0;0;0;0;0;0;"false";0;0;0;;;;0;;0;;"2025-04-25 03:30:58.453598"
"60";"180000598";18;"VILLA DE VALLECAS   ";1801;"CASCO H.VALLECAS    ";"11130825";1;581100;"CALLE                   ";"PEÑA DE VARGAS                                    ";"NUM";"000007";"  ";"7396501VK4679E0005OF";28031;447266.53;4469503.5;"1";"Puerta Calle";"1";"Abierto";10;;"1";"04";;;"EL RINCON DEL TIO PEPE";"1";"Anual";"1";"Abierta";16.38;16.38;"2014-04-14 10:12:33.187";"11130825";1;581100;"CALLE                   ";"PEÑA DE VARGAS                                    ";"NUM";"000007";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;11;11;24;24;0;0;"false";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"false";"false";1;0;0;0;0;"false";"false";"false";1;0;0;0;0;0;0;0;0;0;"false";0;0;0;0;0;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
"61";"270470488";18;"VILLA DE VALLECAS   ";1801;"CASCO H.VALLECAS    ";"20169596";1;42200;"CALLE                   ";"AMALIA MARCOS                                     ";"NUM";"000002";"  ";"7397204VK4679G0001WT";28031;447235.53;4469591.5;"1";"Puerta Calle";"1";"Abierto";20;;"1";"01";;;"LA OVEJA NEGRA";"1";"Anual";"1";"Abierta";45.78;45.78;"2014-04-14 10:12:37.11";"11130781";1;618800;"CALLE                   ";"PUERTO DE PORZUNA                                 ";"NUM";"000013";"  ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";0;0;15;15;49;49;0;0;"true";"false";;;;;;1;"Suelo publico";0;0;0;0;0;0;"false";0;0;0;0;0;0;"false";"false";"true";"false";0;0;0;0;0;"false";"true";"false";0;0;0;0;0;0;9;0;1;1;"false";0;9;0;1;1;"false";0;0;0;0;"2025-04-25 03:30:58.775215"
