id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,nombre,valoracion,bedrooms,beds,baths
561654306981369438,Vacation home in Sevilla · 4.69 · 1 bedroom · 2 beds · 1 bath,209748933,Mariano,Triana,Triana Oeste,37.3891716003418,-6.009562015533447,Entire home/apt,281.0,1,16,2023-11-13,0.78,44,87,9,VFT/SE/04999,Vacation home in Sevilla,4.69,1,2,1
15479525,Home in Sevilla · 4.63 · 2 bedrooms · 7 beds · 3 baths,99370256,Mi Casa,Casco Antiguo,Alfalfa,37.38967,-5.99562,Entire home/apt,484.0,2,119,2023-12-03,1.36,5,288,15,VFT/SE/00873,Home in Sevilla,4.63,2,7,3
12785235,Rental unit in Sevilla · 1 bedroom · 1 bed · 1 bath,7080099,Alvaro,Sur,"Tiro de Línea, Santa Genoveva",37.37002,-5.97726,Private room,66.0,61,0,,,4,90,0,,Rental unit in Sevilla,,1,1,1
914985505906780237,Rental unit in Sevilla · 4.90 · 1 bedroom · 2 beds · 1 bath,504269030,Rafael,Casco Antiguo,San Vicente,37.3968145,-5.9997632,Entire home/apt,93.0,2,10,2023-12-23,1.79,5,328,10,A/SE/00432,Rental unit in Sevilla,4.90,1,2,1
686891099292953953,Rental unit in Sevilla · 2 bedrooms · 4 beds · 2 baths,473481460,Andres,Triana,Triana Casco Antiguo,37.386195224820696,-6.004392593887324,Entire home/apt,700.0,3,1,2023-03-23,0.11,1,7,1,VFT/SE/02161,Rental unit in Sevilla,,2,4,2
23120468,Rental unit in Seville · 4.71 · 2 bedrooms · 3 beds · 1 bath,171800364,Juan,Casco Antiguo,San Bartolomé,37.39095,-5.98767,Entire home/apt,150.0,1,28,2022-12-26,0.4,1,280,0,VFT/SE/02887,Rental unit in Seville,4.71,2,3,1
34621515,Rental unit in Sevilla · 1 bedroom · 1 bed · 1 bath,261192740,Sevilla Este,Este - Alcosa - Torreblanca,no asignado,37.40788,-5.93355,Entire home/apt,,1,1,2023-08-25,0.24,1,0,1,VFT/SE/05537,Rental unit in Sevilla,,1,1,1
721526982103530146,Rental unit in Sevilla · 4.93 · 2 bedrooms · 4 beds · 2 baths,51048225,Sevilla,Casco Antiguo,Alfalfa,37.390147951,-5.991705287,Entire home/apt,,1,28,2023-12-09,2.37,95,0,28,VFT/SE/01643,Rental unit in Sevilla,4.93,2,4,2
53931863,Rental unit in Sevilla · 4.64 · 1 bedroom · 3 beds · 1 bath,14958822,Nacho,Casco Antiguo,Arenal,37.38719,-5.99654,Entire home/apt,165.0,2,11,2022-09-24,0.49,161,209,0,A/SE/00333,Rental unit in Sevilla,4.64,1,3,1
662253569457221730,Vacation home in Sevilla · 2 bedrooms · 4 beds · 2 baths,467269258,Calma Suites,Casco Antiguo,Alfalfa,37.3916793,-5.997108400000001,Entire home/apt,245.0,1,1,2023-04-09,0.11,5,42,1,A/SE/00316,Vacation home in Sevilla,,2,4,2
33855184,Rental unit in Sevilla · 4.72 · 1 bedroom · 1 bed · 1 bath,35659996,Antonio F,Casco Antiguo,Arenal,37.388199,-5.998469,Entire home/apt,72.0,2,287,2023-12-22,5.02,5,41,67,CTC-2019049032,Rental unit in Sevilla,4.72,1,1,1
36991528,Rental unit in Sevilla · 1 bedroom · 1 bed · 1 bath,238434973,Carmen,Casco Antiguo,San Gil,37.40075,-5.98772,Entire home/apt,30.0,60,0,,,17,205,0,,Rental unit in Sevilla,,1,1,1
44055599,Hostel in Sevilla · 1 bedroom · 2 beds · 1 shared bath,162000389,Pérez Montilla,Casco Antiguo,San Bartolomé,37.38582,-5.98608,Private room,430.0,1,0,,,31,46,0,Cód. Reg. Turismo: H/SE/00508,Hostel in Sevilla,,1,2,1
47251231,Rental unit in Sevilla · 4.67 · 2 bedrooms · 3 beds · 1 bath,35477044,Jesus,Casco Antiguo,Feria,37.39709,-5.99362,Entire home/apt,127.0,2,3,2023-11-19,1.45,1,74,3,VFT/SE/07277,Rental unit in Sevilla,4.67,2,3,1
1014265156426902778,Home in Sevilla · New · 12 bedrooms · 10 baths,256062795,Estancias Con Encanto,Palmera - Bellavista,"Sector Sur, La Palmera, Reina Mercedes",37.36160351387232,-5.98464835435152,Entire home/apt,950.0,1,0,,,1,269,0,Exempt,Home in Sevilla,,,12,10
602813958326920251,Rental unit in Sevilla · 4.50 · 1 bedroom · 2 beds · 1 bath,113546787,Fran Y Manuela,Casco Antiguo,San Bartolomé,37.385773,-5.987123,Entire home/apt,236.0,1,6,2023-06-08,0.31,29,299,3,A/SE/00263,Rental unit in Sevilla,4.50,1,2,1
842520461994094371,Rental unit in Sevilla · 5.0 · 1 bedroom · 1 bed · 1 bath,46639787,Puerta Catedral,Casco Antiguo,Arenal,37.3885424,-5.9978764,Entire home/apt,287.0,1,33,2023-12-26,4.76,13,341,33,A/SE/00402,Rental unit in Sevilla,5.0,1,1,1
576707105486527403,Loft in Sevilla · 4.73 · 1 bedroom · 1 bed · 1 bath,119955155,Diego Josue,Casco Antiguo,Alfalfa,37.39244,-5.99385,Entire home/apt,75.0,2,95,2023-12-17,4.34,10,75,56,VFT/SE/08261,Loft in Sevilla,4.73,1,1,1
998995943213077971,Rental unit in Sevilla · New · 2 bedrooms · 3 beds · 1 bath,180647305,Jesus,Casco Antiguo,San Lorenzo,37.3974842,-5.998854199999999,Entire home/apt,101.0,3,1,2023-12-09,1.0,7,83,1,VFT/SE/11826,Rental unit in Sevilla,,,2,3
52521569,Rental unit in Sevilla · 4.91 · 1 bedroom · 2 beds · 1 bath,56444119,Rocio Y Jesus,Casco Antiguo,Santa Catalina,37.391853,-5.986783,Entire home/apt,89.0,3,58,2023-12-09,2.15,8,32,34,VFT/SE/02290,Rental unit in Sevilla,4.91,1,2,1
803326875832674576,Rental unit in Sevilla · 4.81 · 2 bedrooms · 4 beds · 2 baths,170512874,Esther,Casco Antiguo,San Bartolomé,37.38973236083984,-5.985897064208984,Entire home/apt,326.0,1,15,2023-11-05,1.35,92,0,15,VFT/SE/09925,Rental unit in Sevilla,4.81,2,4,2
905817773673745361,Rental unit in Sevilla · 3.63 · 1 bedroom · 2 beds · 1 bath,338501883,Carlos,Casco Antiguo,"Encarnación, Regina",37.3942114,-5.9882969,Entire home/apt,73.0,2,30,2023-12-10,4.41,3,344,30,Exempt,Rental unit in Sevilla,3.63,1,2,1
853410756412025312,Rental unit in Sevilla · Studio · 1 bed · 1 bath,242344266,GotoSeville,Casco Antiguo,Arenal,37.3881995,-5.9984689,Entire home/apt,109.0,2,0,,,15,0,0,vft/sese/05810,Rental unit in Sevilla,,,1,1
985289624228114477,Rental unit in Sevilla · 2 bedrooms · 3 beds · 1 bath,209748933,Mariano,Casco Antiguo,Alfalfa,37.3919329,-5.9894338,Entire home/apt,244.0,1,0,,,44,77,0,VFT/SE/07286,Rental unit in Sevilla,,2,3,1
851378649568458100,Rental unit in Sevilla · 4.14 · 1 bedroom · 1 bed · 1 bath,506261254,Andres,Casco Antiguo,San Gil,37.40065843868108,-5.989679502652325,Entire home/apt,126.0,2,7,2023-11-08,0.86,1,306,7,VFT/SE/10166,Rental unit in Sevilla,4.14,1,1,1
38767256,Rental unit in Seville · 4.67 · 2 bedrooms · 4 beds · 2 baths,296470557,Frumkin,Casco Antiguo,San Julián,37.39623,-5.98699,Entire home/apt,183.0,1,27,2023-06-03,0.53,1,286,2,VFT/SE/02497,Rental unit in Seville,4.67,2,4,2
43352834,Hostel in Sevilla · 4.30 · 1 bedroom · 2 beds · 1 shared bath,162000389,Pérez Montilla,Casco Antiguo,San Bartolomé,37.38734,-5.98547,Private room,349.0,1,23,2023-12-11,0.55,31,315,12,Cód. Reg. Turismo: H/SE/00508,Hostel in Sevilla,4.30,1,2,1
43361044,Hostel in Sevilla · 1 bedroom · 1 bed · 1 shared bath,162000389,Pérez Montilla,Casco Antiguo,San Bartolomé,37.38737,-5.98524,Private room,405.0,1,1,2022-07-04,0.06,31,278,0,Cód. Reg. Turismo: H/SE/00508,Hostel in Sevilla,,1,1,1
50283418,casa particular in Sevilla · 4.82 · 1 bedroom · 1 bed · 1 shared bath,405951676,Maria Teresa,Casco Antiguo,Feria,37.398048,-5.991228,Private room,81.0,1,65,2023-12-21,2.59,5,39,44,VFT/SE/06955,casa particular in Sevilla,4.82,1,1,1
883298951129788018,Rental unit in Sevilla · 4.70 · 1 bedroom · 1 bed · 1 bath,456701326,María Eugenia,Casco Antiguo,Alfalfa,37.39153831073031,-5.992117766640579,Entire home/apt,71.0,2,53,2023-12-25,6.71,6,0,53,VFT/SE/08487,Rental unit in Sevilla,4.70,1,1,1
8414882,Guest suite in Sevilla · 4.66 · 4 bedrooms · 8 beds · 3 baths,4511964,Ana-Inés,Casco Antiguo,San Bartolomé,37.38622,-5.98713,Entire home/apt,180.0,2,179,2023-12-10,1.83,1,0,23,VTF/SE/01040,Guest suite in Sevilla,4.66,4,8,3
17167387,Rental unit in Sevilla · 4.71 · 4 bedrooms · 8 beds · 2 baths,40351944,Juan,Nervión,San Bernardo,37.38502,-5.9853,Entire home/apt,473.0,2,211,2023-12-08,2.54,2,0,31,VFT/SE/01796,Rental unit in Sevilla,4.71,4,8,2
704920634554488049,Rental unit in Sevilla · 4.70 · 2 bedrooms · 4 beds · 1 bath,305225950,Céntriko,Casco Antiguo,Santa Cruz,37.3872238,-5.9929463,Entire home/apt,180.0,1,32,2023-11-05,2.05,13,0,29,CTC2021136549,Rental unit in Sevilla,4.70,2,4,1
48745337,Home in Sevilla · 4.87 · 4 bedrooms · 4 beds · 4 baths,111692752,Holi- Rent,Casco Antiguo,Santa Cruz,37.38497,-5.98976,Entire home/apt,,2,29,2023-12-09,1.0,22,0,13,VFT/SE/01192,Home in Sevilla,4.87,4,4,4
34009777,Rental unit in Sevilla · 5.0 · 3 bedrooms · 6 beds · 2.5 baths,256592828,Calvente,Nervión,San Bernardo,37.38488,-5.98628,Entire home/apt,261.0,2,4,2023-10-01,0.08,3,0,2,VTF/SE/04991,Rental unit in Sevilla,5.0,3,6,2.5
23118272,Rental unit in Sevilla · 4.54 · 2 bedrooms · 3 beds · 1 bath,171782248,Antonio,Casco Antiguo,Arenal,37.38597,-5.99531,Entire home/apt,164.0,1,70,2023-12-20,0.98,1,255,9,,Rental unit in Sevilla,4.54,2,3,1
8405159,Rental unit in Sevilla · 4.61 · 2 bedrooms · 4 beds · 1 bath,24706601,Carmen,Casco Antiguo,Santa Cruz,37.3879,-5.99142,Entire home/apt,183.0,2,344,2023-12-16,3.45,1,0,58,VFT/SE/00484,Rental unit in Sevilla,4.61,2,4,1
52979576,Rental unit in Sevilla · 4.75 · 3 bedrooms · 6 beds · 2 baths,14958822,Nacho,Palmera - Bellavista,"Sector Sur, La Palmera, Reina Mercedes",37.36694,-5.9889,Entire home/apt,303.0,1,12,2023-10-29,0.46,161,239,4,A/SE/00354,Rental unit in Sevilla,4.75,3,6,2
50243964,Rental unit in Sevilla · 4.69 · 1 bedroom · 1 bed · 1 shared bath,256281599,Karina,Sur,"Tiro de Línea, Santa Genoveva",37.36917,-5.97239,Private room,52.0,1,26,2023-10-29,0.85,5,355,2,Exempt,Rental unit in Sevilla,4.69,1,1,1
32182108,Loft in Sevilla · 1 bedroom · 1 bed · 1 bath,71856789,Gespercon S.L,Casco Antiguo,Santa Catalina,37.39224,-5.98729,Entire home/apt,400.0,2,1,2019-06-02,0.02,6,13,0,VFT/SE/04845,Loft in Sevilla,,1,1,1
894779489552740829,Rental unit in Sevilla · 2 bedrooms · 4 beds · 1 bath,515499186,Nayro Urbano,Casco Antiguo,Santa Catalina,37.3928648,-5.9846263,Entire home/apt,156.0,2,1,2023-10-22,0.43,6,126,1,VTF/SE/10823,Rental unit in Sevilla,,2,4,1
1029550609523358929,Rental unit in Sevilla · New · 1 bedroom · 1 bed · 1 bath,126472204,Sevihouse,Casco Antiguo,Santa Catalina,37.39321,-5.98649,Entire home/apt,290.0,1,2,2023-12-04,1.87,13,356,2,VFT/SE/07913,Rental unit in Sevilla,,,1,1
33671709,Rental unit in Sevilla · 4.81 · Studio · 1 bed · 1 bath,242344266,GotoSeville,Casco Antiguo,Arenal,37.3882,-5.99847,Entire home/apt,117.0,1,106,2023-09-30,1.85,15,188,6,vft/se/046561,Rental unit in Sevilla,4.81,,1,1
44056366,Hostel in Sevilla · 1 bedroom · 3 beds · 1 private bath,344783641,Pensión La Montoreña,Nervión,La Florida,37.38633,-5.98544,Private room,484.0,1,0,,,34,52,0,H/SE-0114,Hostel in Sevilla,,1,3,1
911394442854863860,Aparthotel in Sevilla · 4.73 · 1 bedroom · 2 beds · 1 bath,505528710,Carlos,Casco Antiguo,"Encarnación, Regina",37.39487534506177,-5.995779933753252,Private room,114.0,1,11,2023-12-14,2.92,4,258,11,A/SE/00204,Aparthotel in Sevilla,4.73,1,2,1
34274978,Rental unit in Sevilla · 1 bedroom · 1 bed · 1 bath,36422209,Singular,Casco Antiguo,Arenal,37.38448,-5.99521,Entire home/apt,2000.0,1,0,,,3,365,0,A/SE/00122,Rental unit in Sevilla,,1,1,1
4801074,Rental unit in Sevilla · 4.66 · 3 bedrooms · 6 beds · 2 baths,15440678,Macarena,Casco Antiguo,Museo,37.38823,-6.00008,Entire home/apt,208.0,2,122,2023-10-23,1.15,31,215,8,VFT/SE/01790,Rental unit in Sevilla,4.66,3,6,2
53637865,Rental unit in Sevilla · 4.50 · 1 bedroom · 3 beds · 1 bath,14958822,Nacho,Casco Antiguo,Arenal,37.38678,-5.99571,Entire home/apt,186.0,2,12,2023-07-30,0.52,161,220,1,A/SE/00333,Rental unit in Sevilla,4.50,1,3,1
887207,Loft in Seville · 4.86 · Studio · 2 beds · 1.5 baths,3952052,Javier,Casco Antiguo,Arenal,37.38582,-5.9951,Entire home/apt,115.0,1,150,2023-12-11,1.14,4,249,49,VFT/SE/03258,Loft in Seville,4.86,,2,1.5
1016015743600915817,Serviced apartment in Sevilla · New · 1 bedroom · 2 beds · 1.5 baths,292200933,Alicia,Nervión,La Calzada,37.38752106572368,-5.978777334094048,Entire home/apt,156.0,2,1,2023-12-10,1.0,1,81,1,VFT/SE/08684,Serviced apartment in Sevilla,,,1,2
16930357,Rental unit in Sevilla · 4.64 · 2 bedrooms · 3 beds · 1 bath,19171045,Jesús,Casco Antiguo,Feria,37.39575,-5.98942,Entire home/apt,86.0,2,88,2023-12-10,1.06,1,136,3,CTC-2018202770,Rental unit in Sevilla,4.64,2,3,1
1029486030454474403,Rental unit in Sevilla · New · 2 bedrooms · 3 beds · 2 baths,316795838,Renthas Hospitality,Casco Antiguo,San Bartolomé,37.38892130000002,-5.988354460188301,Entire home/apt,197.0,1,0,,,1,228,0,VFT/SE/03082,Rental unit in Sevilla,,,2,3
1015787289766734113,Rental unit in Sevilla · New · 2 bedrooms · 6 beds · 2.5 baths,209748933,Mariano,Casco Antiguo,San Lorenzo,37.3991331,-5.994743799999999,Entire home/apt,394.0,3,2,2023-12-10,1.25,44,31,2,VFT/SE/09943,Rental unit in Sevilla,,,2,6
42221724,Hostel in Sevilla · 4.83 · 1 bedroom · 1 bed · 1 shared bath,310455657,La Banda Rooftop,Casco Antiguo,Arenal,37.38404,-5.99674,Shared room,40.0,1,110,2023-12-17,2.34,7,83,49,H/SE/01192,Hostel in Sevilla,4.83,1,1,1
862397051194273767,Rental unit in Sevilla · 1 bedroom · 1 bed · 1 bath,73489552,Pilar,Casco Antiguo,San Lorenzo,37.400583,-5.994801100000001,Entire home/apt,83.0,2,2,2023-05-06,0.25,18,326,2,CTC-2018065685,Rental unit in Sevilla,,1,1,1
695022686699646279,Condo in Sevilla · 4.47 · 1 bedroom · 1 bed · 1 bath,304116789,Kasapartments,Casco Antiguo,San Bartolomé,37.3904672,-5.9879871,Entire home/apt,69.0,2,64,2023-12-10,4.08,26,249,52,CTC-2017141596,Condo in Sevilla,4.47,1,1,1
44081390,Rental unit in Sevilla · 4.70 · 1 bedroom · 3 beds · 1 bath,9464382,Thiago Y Miguel,Nervión,La Florida,37.38608,-5.98585,Entire home/apt,84.0,2,144,2023-12-08,3.44,16,0,43,VFT/SE/02109,Rental unit in Sevilla,4.70,1,3,1
876574308998538474,Rental unit in Sevilla · 5.0 · 2 bedrooms · 3 beds · 1 bath,510937462,Ohliving,Nervión,San Bernardo,37.382222,-5.9821696,Entire home/apt,142.0,2,14,2023-11-26,1.8,7,165,14,A/SE/00278,Rental unit in Sevilla,5.0,2,3,1
51438322,Rental unit in Sevilla · 2 bedrooms · 3 beds · 2 baths,269512747,Juanmi Y Laura,Casco Antiguo,"Encarnación, Regina",37.39502,-5.992,Entire home/apt,454.0,2,2,2022-07-24,0.08,28,34,0,VTF/SE/03488,Rental unit in Sevilla,,2,3,2
1001158832950920316,Rental unit in Sevilla · 5.0 · 1 bedroom · 2 beds · 1 bath,6381438,Jose Maria,Casco Antiguo,Alfalfa,37.38900709551489,-5.991448298672483,Entire home/apt,116.0,2,3,2023-12-01,1.55,1,207,3,VTF/SE/11406,Rental unit in Sevilla,5.0,1,2,1
44018879,Rental unit in Sevilla · 2 bedrooms · 3 beds · 2 baths,13895760,Patricia,Casco Antiguo,"Encarnación, Regina",37.3933,-5.99245,Entire home/apt,210.0,2,0,,,2,27,0,Exempt,Rental unit in Sevilla,,2,3,2
38680807,Serviced apartment in Sevilla · 4.90 · 1 bedroom · 2 beds · 1 private bath,295482050,Sol Y Luna De Triana,Triana,Triana Casco Antiguo,37.38422,-6.00057,Hotel room,133.0,2,31,2023-07-11,0.64,4,237,3,CTC-2019167528,Serviced apartment in Sevilla,4.90,1,2,1
723203901542055628,Serviced apartment in Sevilla · 4.70 · 3 bedrooms · 4 beds · 2.5 baths,458892135,Elena,Casco Antiguo,Alfalfa,37.39175287265977,-5.996189018385316,Entire home/apt,284.0,1,40,2023-12-27,2.78,3,207,32,VFT/SE/07615,Serviced apartment in Sevilla,4.70,3,4,2.5
7877506,Rental unit in Sevilla · 4.82 · 1 bedroom · 1 bed · 1 bath,4764308,Cristina,Casco Antiguo,Santa Catalina,37.39489,-5.9859,Entire home/apt,100.0,3,263,2023-12-10,2.62,1,150,36,CTC-2018191114,Rental unit in Sevilla,4.82,1,1,1
8928663,Loft in Sevilla · 4.98 · 2 bedrooms · 3 beds · 1 bath,46687944,Nacho,Casco Antiguo,Arenal,37.38512,-5.99676,Entire home/apt,91.0,1,1104,2023-12-27,11.19,1,109,122,VFT-SE-00401,Loft in Sevilla,4.98,2,3,1
16729547,Rental unit in Sevilla · 4.78 · 2 bedrooms · 4 beds · 1 bath,3568623,Javier Ignacio,Casco Antiguo,San Bartolomé,37.38617,-5.98817,Entire home/apt,100.0,2,407,2023-12-18,4.88,1,23,76,VFT/SE/01495,Rental unit in Sevilla,4.78,2,4,1
768882650760734868,Rental unit in Sevilla · 4.0 · 2 bedrooms · 2 beds · 1 bath,40059304,Juan Antonio,Macarena,"Santa María de Ordas, San Nicolas",37.40588,-5.97377,Entire home/apt,80.0,3,8,2023-05-23,0.89,1,331,8,VFT037754,Rental unit in Sevilla,4.0,2,2,1
601427426371546695,Rental unit in Sevilla · 4.43 · 1 bedroom · 2 beds · 1.5 baths,35193459,Javier,Casco Antiguo,Alfalfa,37.38998,-5.99022,Entire home/apt,50.0,2,22,2023-12-23,5.74,3,0,22,Exempt,Rental unit in Sevilla,4.43,1,2,1.5
801363064716179535,Rental unit in Sevilla · 4.68 · 2 bedrooms · 2 beds · 1 bath,168782809,Geraldine,Casco Antiguo,San Vicente,37.39650126792055,-6.001518166666886,Entire home/apt,52.0,2,18,2023-12-08,1.59,1,0,18,Exempt,Rental unit in Sevilla,4.68,2,2,1
33625690,Rental unit in Sevilla · 4.76 · 2 bedrooms · 3 beds · 1 bath,149389854,Macarena,Casco Antiguo,San Gil,37.40317,-5.99415,Entire home/apt,99.0,2,50,2023-11-12,0.88,1,207,23,VFT/SE/5078,Rental unit in Sevilla,4.76,2,3,1
10647122,Rental unit in Sevilla · 4.64 · Studio · 2 beds · 1 bath,45542411,Rosa,Triana,Triana Este,37.3788,-6.00123,Entire home/apt,60.0,2,394,2023-12-10,4.09,1,88,60,VFT/SE/00997,Rental unit in Sevilla,4.64,,2,1
25460688,Rental unit in Sevilla · 4.76 · 1 bedroom · 2 beds · 1 bath,6975766,Jon,Casco Antiguo,San Gil,37.40168,-5.99561,Entire home/apt,94.0,2,260,2023-12-24,3.85,1,197,66,VFT/SE/03950,Rental unit in Sevilla,4.76,1,2,1
807996045944324956,Rental unit in Sevilla · 2 bedrooms · 3 beds · 2 baths,141514065,Novasol,Este - Alcosa - Torreblanca,"Colores, Entreparques",37.39476,-5.92209,Entire home/apt,364.0,1,2,2023-08-07,0.23,1,273,2,VFT/SE/09934,Rental unit in Sevilla,,2,3,2
780228332508353557,Rental unit in Sevilla · 2 bedrooms · 4 beds · 2 baths,4920517,Irene,Casco Antiguo,Santa Cruz,37.3830761,-5.9931315,Entire home/apt,347.0,2,1,2023-02-18,0.1,3,216,1,A/SE/00185,Rental unit in Sevilla,,2,4,2
594253105987720656,Rental unit in Sevilla · 4.88 · 2 bedrooms · 3 beds · 2 baths,37040238,Grupo Se&Pal,Casco Antiguo,Santa Cruz,37.38533,-5.99375,Entire home/apt,238.0,2,84,2023-12-15,4.06,22,0,39,VFT/SE/09266,Rental unit in Sevilla,4.88,2,3,2
53377514,Condo in Sevilla · 4.67 · 1 bedroom · 2 beds · 1 bath,68794478,Paco & Rodrigo,Casco Antiguo,San Gil,37.40117,-5.98961,Entire home/apt,96.0,1,83,2023-06-17,3.24,9,98,33,VFT/SE/02820,Condo in Sevilla,4.67,1,2,1
1020951032555067871,Rental unit in Sevilla · New · 1 bedroom · 2 beds · 1 bath,301473052,Esther,Triana,Triana Oeste,37.388765,-6.0081111,Entire home/apt,74.0,1,2,2023-12-17,1.87,30,35,2,VFT/SE/07870,Rental unit in Sevilla,,,1,2
678900058389771726,Rental unit in Sevilla · 4.97 · 3 bedrooms · 3 beds · 2 baths,46760394,Rafael,Casco Antiguo,"Encarnación, Regina",37.39288,-5.99214,Entire home/apt,179.0,3,102,2023-12-24,6.65,3,111,82,VFT/SE/09381,Rental unit in Sevilla,4.97,3,3,2
542381664395059432,Rental unit in Sevilla · 4.97 · 2 bedrooms · 4 beds · 2 baths,440977418,Javier,Casco Antiguo,Alfalfa,37.391094,-5.992126,Entire home/apt,192.0,2,155,2023-12-28,6.65,3,69,82,VFT/SE/08983,Rental unit in Sevilla,4.97,2,4,2
28725900,Rental unit in Sevilla · 4.67 · 1 bedroom · 2 beds · 1 bath,37014375,Antonio,Casco Antiguo,Museo,37.38767,-6.00379,Entire home/apt,56.0,2,178,2023-12-10,2.8,3,88,33,CTC-2018 145284,Rental unit in Sevilla,4.67,1,2,1
32799317,Rental unit in Sevilla · 4.87 · 2 bedrooms · 3 beds · 2 baths,15819228,Genteelhome,Casco Antiguo,Arenal,37.38779,-5.99969,Entire home/apt,246.0,1,23,2023-11-13,0.4,48,176,5,CTC-2019033444,Rental unit in Sevilla,4.87,2,3,2
998277617533690074,Rental unit in Sevilla · 3.33 · 1 bedroom · 2 beds · 1 bath,51048225,Sevilla,Casco Antiguo,Museo,37.3927924,-6.0009984,Entire home/apt,86.0,1,2,2023-12-04,1.09,95,0,2,VFT/SE/11310,Rental unit in Sevilla,3.33,1,2,1
709283969171694327,Serviced apartment in Sevilla · 1 bedroom · 3 beds · 1 bath,447549729,Pierre,Triana,Triana Casco Antiguo,37.38347,-6.00256,Entire home/apt,150.0,1,0,,,2,300,0,A/SE/00118,Serviced apartment in Sevilla,,1,3,1
695553534240452825,Rental unit in Sevilla · 3 bedrooms · 4 beds · 1 bath,465385051,Hotel Y Apartamentos,Triana,Triana Este,37.3802128,-6.0081167,Entire home/apt,159.0,2,2,2023-05-31,0.16,3,313,2,VFT/SE/06426,Rental unit in Sevilla,,3,4,1
53516394,Rental unit in Sevilla · 4.50 · 2 bedrooms · 6 beds · 1 bath,226974213,Jose,Triana,Triana Casco Antiguo,37.38325,-6.00291,Entire home/apt,198.0,1,42,2023-11-22,1.67,5,89,15,VFT/SE/09349,Rental unit in Sevilla,4.50,2,6,1
39745551,Rental unit in Sevilla · 4.81 · 1 bedroom · 2 beds · 1 bath,305485166,Juan José,Casco Antiguo,San Vicente,37.39561,-6.00107,Entire home/apt,165.0,1,21,2022-05-14,0.42,1,36,0,VFT/SE/05944,Rental unit in Sevilla,4.81,1,2,1
1018843392967472063,Home in Sevilla · New · 1 bedroom · 1 bed,423970868,Pablo,Los Remedios,Los Remedios,37.376966711475696,-6.003353664332108,Private room,30.0,1,0,,,1,251,0,Exempt,Home in Sevilla,,,1,1
23364266,Rental unit in Sevilla · 5.0 · 1 bedroom · 1 bed · 1 bath,162296324,Juan María,Triana,Triana Casco Antiguo,37.38608,-6.00577,Entire home/apt,139.0,1,6,2019-05-12,0.09,12,262,0,,Rental unit in Sevilla,5.0,1,1,1
841094072342326396,Rental unit in Sevilla · 3.20 · 1 bedroom · 1 bed · 1 bath,287871445,Juan Y,Triana,Triana Oeste,37.387734926338666,-6.010791615827739,Entire home/apt,137.0,2,5,2023-10-02,0.51,60,81,5,CTC-2020049790,Rental unit in Sevilla,3.20,1,1,1
559330173714038991,Rental unit in Sevilla · 4.52 · 1 bedroom · 2 beds · 1 bath,88508906,Fernando,Sur,El Plantinar,37.374935,-5.973097,Entire home/apt,220.0,1,31,2023-12-10,1.43,31,30,14,vft/se/09039,Rental unit in Sevilla,4.52,1,2,1
1017263791195638176,Rental unit in Sevilla · New · 3 bedrooms · 2 beds · 2 baths,396579531,Ignacio,Palmera - Bellavista,"El Cano, Los Bermejales",37.3439311,-5.977317,Entire home/apt,138.0,7,0,,,1,302,0,Exempt,Rental unit in Sevilla,,,3,2
44207405,Rental unit in Sevilla · 4.94 · 1 bedroom · 1 bed · 1 bath,32538713,Marisela,Casco Antiguo,San Lorenzo,37.39834,-5.99849,Entire home/apt,90.0,2,151,2023-12-21,3.77,3,130,52,VFT/SE/07389,Rental unit in Sevilla,4.94,1,1,1
29578749,Rental unit in Sevilla · 4.66 · 2 bedrooms · 2 beds · 2 baths,22562675,Prc Broker,Palmera - Bellavista,"Sector Sur, La Palmera, Reina Mercedes",37.36346,-5.98509,Entire home/apt,170.0,1,93,2023-08-11,1.48,4,246,4,A/SE/00266,Rental unit in Sevilla,4.66,2,2,2
788516471354279534,Rental unit in Sevilla · 4.97 · 1 bedroom · 1 bed · 1 bath,132698376,Silvia,Casco Antiguo,San Vicente,37.3967739,-6.0011641,Entire home/apt,68.0,2,58,2023-12-28,4.99,3,0,58,VFT/SE/09583,Rental unit in Sevilla,4.97,1,1,1
752319227456270352,Serviced apartment in Sevilla · 2 bedrooms · 2 beds · 1 bath,465497530,Apartamentos,Triana,Triana Casco Antiguo,37.38468,-6.00438,Entire home/apt,187.0,2,1,2023-04-28,0.12,6,62,1,A/SE/00372,Serviced apartment in Sevilla,,2,2,1
1049989544396171917,Rental unit in Sevilla · New · 1 bedroom · 1 bed · 1 bath,301473052,Esther,Casco Antiguo,"Encarnación, Regina",37.3954236,-5.9929671,Entire home/apt,94.0,1,0,,,30,0,0,VFT/SE/10916,Rental unit in Sevilla,,,1,1
995518195664797492,Rental unit in Sevilla · 1 bedroom · 2 beds · 1 shared bath,522720722,Nicol,Casco Antiguo,Museo,37.3923359,-5.9982895,Private room,70.0,1,0,,,6,270,0,Exempt,Rental unit in Sevilla,,1,2,1
