id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21853,Bright and airy room,83531,Abdel,Latina,Cármenes,40.40381,-3.7413,Private room,31,4,33,2018-07-15,0.27,2,144,0,
30320,Great Vacational Apartments,130907,Dana,Centro,Sol,40.41476,-3.70418,Entire home/apt,,5,172,2022-09-26,0.98,3,0,0,
30959,Beautiful loft in Madrid Center,132883,Angela,Centro,Embajadores,40.41259,-3.70105,Entire home/apt,,3,8,2017-05-30,0.07,1,0,0,
40916,Holiday Apartment Madrid Center,130907,Dana,Centro,Universidad,40.42247,-3.70577,Entire home/apt,,5,49,2021-12-11,0.29,3,0,0,
62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,Arturo,Centro,Justicia,40.41884,-3.69655,Private room,69,1,219,2024-11-24,2.73,3,332,44,
70059,Tu hogar en centro de Madrid.,353616,Diana,Centro,Universidad,40.42381,-3.71038,Entire home/apt,,15,61,2022-12-19,0.36,1,0,0,VT-7440
70073,Adorable Apartment Malasaña-Gran Via,353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,80,28,35,2024-06-20,0.22,4,273,3,
70310,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,64,30,29,2023-11-18,0.17,4,299,0,
72150,Sunny attic duplex flat with terrace next to Sol,364585,Vin,Centro,Embajadores,40.4115,-3.70449,Entire home/apt,159,3,121,2024-12-09,0.72,4,180,13,VT-6993
82481,"Retiro Park, Stay at cosy studio",448981,Mercedes,Salamanca,Recoletos,40.42342,-3.68123,Entire home/apt,,3,105,2017-11-29,0.63,1,0,0,
84719,Cool Apart. (10min Center + WIFI),259229,Felipe,Centro,Embajadores,40.40866,-3.70374,Entire home/apt,80,7,184,2021-09-29,1.11,1,39,0,VT2922
548995,CHIC and CENTRAL apartment +WIFI,2673517,Sylvia,Retiro,Ibiza,40.419,-3.67774,Entire home/apt,,7,185,2024-12-07,1.25,1,16,13,VT-3072
552183,Nice apartment. historic center Mad,2713304,Belén,Centro,Cortes,40.41309,-3.69775,Private room,53,3,397,2024-12-09,2.62,1,337,33,
560941,En Salamanca - Serrano Apartmento,596469,Gabriel,Salamanca,Recoletos,40.42296831342578,-3.6909537272586075,Entire home/apt,155,1,40,2024-11-01,0.29,28,310,5,
565152,wonderful aparment in lavapies !!,2779192,Wanda,Centro,Embajadores,40.40683,-3.69932,Entire home/apt,65,4,253,2024-11-16,1.99,1,93,27,VT-8490
568190,"Rooms to rent to students,tourists",2795931,Pilar,Latina,Puerta del Angel,40.41016,-3.72863,Private room,20,2,195,2019-03-07,1.34,1,25,0,
572048,Rooms to rent in a shared flat,1689652,Alfredo,Chamberí,Trafalgar,40.42993,-3.70339,Private room,,3,0,,,1,0,0,
576487,"House in Barajas, close to Airport and Ifema.",2312712,Pilar,Barajas,Casco Histórico de Barajas,40.4739,-3.57583,Entire home/apt,98,1,758,2024-12-02,5.11,1,135,132,
578731,"Centric, Quiet, Bright Apartment.",2847013,Santiago,Centro,Universidad,40.42551,-3.70812,Entire home/apt,133,2,453,2024-12-02,3.01,3,4,36,VT680
588382,Apartment in the center of Madrid,2902269,Ane,Centro,Embajadores,40.41151,-3.70257,Entire home/apt,,2,5,2014-05-19,0.04,1,0,0,
588518,Penthouse with Stunning Balcony Near Plaza Mayor,2267893,Ana,Centro,Palacio,40.4158,-3.70962,Entire home/apt,214,30,83,2024-11-04,0.67,1,198,16,VT-12828
590710,Single/Double private room,2913511,Amparo,Usera,San Fermín,40.36725,-3.68875,Private room,48,4,92,2024-12-08,0.62,1,320,12,
594298,"Great Design, Views and Location",153391,Fernando,Centro,Sol,40.41906,-3.70627,Entire home/apt,158,1,567,2024-12-08,3.82,5,258,77,
595055,ROOM DUPLEX-ATICO NEAR MADRID RIO,2940355,Teresa,Carabanchel,Comillas,40.39523,-3.7132,Private room,24,2,19,2019-06-26,0.13,1,0,0,
598771,Atocha Attic - Unbeatable Location,2678039,Miguel,Arganzuela,Palos de Moguer,40.40661,-3.6952,Entire home/apt,104,3,96,2024-11-10,0.69,2,240,10,
599134,Cosy Plaza Mayor apartment in central Madrid,1567773,Lara,Centro,Sol,40.41596,-3.70846,Entire home/apt,,30,7,2017-12-05,0.05,1,0,0,
604150,El Rincón de Serrano,2990747,Raúl,Salamanca,Castellana,40.4312,-3.68502,Entire home/apt,115,5,2,2013-09-19,0.01,1,36,0,
605339,NiceStay_HighValue_Orange RoomWIFI,2783896,Ivaylo,Latina,Lucero,40.40771,-3.74218,Private room,32,3,274,2024-11-30,1.84,3,23,34,
608742,Central and quiet.,3017315,Cristina,Centro,Palacio,40.41744,-3.70873,Entire home/apt,89,2,677,2024-12-01,4.50,4,25,63,
610675,"Beautiful attic, best location.",2174652,María,Centro,Sol,40.41769,-3.69974,Entire home/apt,,3,7,2015-08-17,0.05,1,0,0,
616027,"Quiet room well located, Av.America",3053021,Sonia,Chamartín,Prosperidad,40.43922,-3.67574,Private room,,1,74,2018-09-19,0.50,1,0,0,
618576,Puerta del Sol - Palacio Real.,3017315,Cristina,Centro,Palacio,40.41771,-3.70925,Entire home/apt,80,2,485,2024-12-05,3.26,4,24,65,
625566,DUPLEX AT MADRID CENTER WITH POOL,2773350,Ainhoa,Arganzuela,Acacias,40.40349,-3.70418,Entire home/apt,,2,25,2017-01-02,0.18,1,0,0,
628394,"Spectacular Triplex in Canaleja, Sol",3121587,Pullover,Centro,Sol,40.417301177978516,-3.702075958251953,Entire home/apt,415,2,81,2024-06-16,0.54,3,105,2,
631737,"Chamartin, Large, Warm, Calm & lux",3141727,Esther,Chamartín,Castilla,40.47143,-3.6748,Entire home/apt,,3,1,2012-09-14,0.01,1,0,0,
643471,CHEAP & NICE B&B IN MADRID CENTRE,3290138,Juan Jesus,Centro,Embajadores,40.41256,-3.70373,Private room,,5,48,2022-03-25,0.35,2,0,0,
655514,Room for one or two people,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.42432,-3.6399,Private room,30,4,5,2023-09-18,0.22,1,324,0,
663761,Habitacion con litera para 2 o 3,3352121,Fran&Joni,Villa de Vallecas,Casco Histórico de Vallecas,40.37093,-3.62298,Private room,,1,4,2015-12-06,0.03,1,0,0,
668753,Sunny bdm. One of Madrid best areas,3385307,Iguacel,Chamberí,Trafalgar,40.43287,-3.7007,Private room,46,4,81,2020-01-29,0.59,2,342,0,
683969,I share my flat.Two bedroom.Women.,3487329,KMitocondria,Carabanchel,Puerta Bonita,40.37609,-3.74279,Entire home/apt,,1,0,,,1,0,0,
684564,"ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL",1941314,Xavier,Centro,Palacio,40.41747,-3.70979,Entire home/apt,209,2,171,2024-11-03,1.25,1,259,8,
685152,house-hotel,3494012,Farah Maria,Hortaleza,Pinar del Rey,40.4696,-3.65012,Entire home/apt,122,3,178,2024-11-21,1.67,3,257,27,
688795,Penthouse Plaza Mayor - Felipe III Balcony,1732442,Anouk,Centro,Sol,40.41584,-3.70683,Private room,117,3,257,2024-11-28,1.76,7,347,52,VT-716
689099,Lujo a tu alcance,3357259,Mercedes,Ciudad Lineal,Costillares,40.47444,-3.67135,Private room,,1,15,2017-12-22,0.10,1,0,0,
696928,alquilo habitación,3569462,Claudia,Salamanca,Lista,40.43003,-3.67429,Private room,70,2,99,2024-12-08,0.99,2,340,12,
704155,Apartment  in the center of Madrid,3606346,José,Centro,Embajadores,40.41389,-3.70461,Entire home/apt,124,1,406,2024-12-01,2.75,5,29,58,
709208,Apartment in the heart of Madrid,3648882,Luz,Centro,Sol,40.41697,-3.70732,Entire home/apt,82,2,789,2024-12-01,5.32,1,324,81,
710156,HB 2 AIRPORT/IFEMA,3654886,Sara,Barajas,Alameda de Osuna,40.45319,-3.592383,Private room,,1,194,2022-10-02,1.31,1,0,0,
716292,Just in the centre: Malasaña,3691303,Paloma,Centro,Universidad,40.42616,-3.70263,Entire home/apt,133,7,109,2024-11-24,0.83,1,216,14,
717313,Unique stylish near Royal Palace,3698406,Arman,Centro,Palacio,40.41222,-3.71365,Entire home/apt,120,3,255,2024-12-02,1.72,1,192,40,
721377,40M2 LOFT GREAT FOR STUDENT 100M WF,3724500,Lucrecia,Fuencarral - El Pardo,Valverde,40.50069,-3.68994,Entire home/apt,100,7,46,2024-10-01,0.32,1,330,3,
723088,LOVELY FLAT IN PLAZA DE CHUECA,2555202,Norah,Centro,Justicia,40.42536,-3.69887,Entire home/apt,160,3,241,2024-12-08,1.63,1,319,29,
727588,"CENTRIC NEAR TO M30, 2 BEDROOMS",498646,Irma,Puente de Vallecas,San Diego,40.39368,-3.66975,Entire home/apt,52,30,31,2024-07-28,0.27,3,305,3,
730347,APARTMENT FOR 7 PEOPLE LOCATED IN PLAZA MAYOR,3797913,Rocio,Centro,Sol,40.41534,-3.70757,Entire home/apt,100,3,261,2024-12-07,1.84,4,12,36,VT-52
730502,APARTMENT FOR 6 PEOPLE LOCATED IN THE CITYCENTRE,3797913,Rocio,Centro,Palacio,40.41826,-3.71244,Entire home/apt,169,4,95,2024-11-06,0.78,4,44,22,VT-51
733365,Espacio acogedor para tu relax y descanso.,3821608,Charo,Chamberí,Trafalgar,40.43653,-3.70421,Private room,46,3,112,2024-11-24,0.87,1,63,20,
734053,Independent room for students,3825783,Elisa,Retiro,Ibiza,40.41731,-3.6731,Private room,50,30,16,2024-11-22,0.16,1,172,4,
745664,"WIFI B&B , BATH, TWO BEDS, CENTER, AWESOME.",3591751,Fernando,Arganzuela,Acacias,40.40449,-3.70463,Private room,39,3,506,2024-12-05,3.96,2,199,43,
747873,Stylish apartment in the city center,1625657,Matias,Centro,Universidad,40.42329,-3.70833,Entire home/apt,136,2,388,2024-11-26,2.63,3,77,31,VT-6783
748627,Central apartment cozy and relax.,3802511,Angeles,Centro,Embajadores,40.40678,-3.69915,Entire home/apt,106,3,46,2024-12-08,0.32,1,365,43,
748854,Host family in the center of Madrid,1888816,Margarita,Arganzuela,Acacias,40.40333,-3.7025,Private room,34,5,205,2024-11-27,1.42,4,159,16,
749957,Estudio en el Paseo del Pintor Rosa,124972,Luisa,Moncloa - Aravaca,Argüelles,40.42796,-3.72054,Entire home/apt,47,15,36,2024-11-16,0.25,4,125,3,
750257,Holiday Estudio  Madrid Center,130907,Dana,Centro,Universidad,40.42057,-3.70486,Entire home/apt,,5,23,2019-06-02,0.17,3,0,0,
751527,Gran apartamento Plaza de España (ref. VT-2053),3951702,Juan Antonio,Centro,Universidad,40.42482,-3.71084,Entire home/apt,243,5,103,2024-11-29,0.72,1,11,24,VT-2053
751530,Downtown Apartment.PLAZA MAYOR.Wifi.Cozy.Cleansed.,3898452,Consuelo,Centro,Sol,40.41429,-3.70649,Entire home/apt,70,3,585,2024-12-01,3.97,2,91,48,VT-12957
752424,2br Apartment La Latina / Rastro,216570,Miguel,Centro,Embajadores,40.40687,-3.70917,Entire home/apt,280,2,116,2022-07-10,0.79,1,87,0,
752883,ALQUILO HABITACIÓN MUY LUMINOSA. MÍNIMO 6 MESES,3960415,Cristina,Latina,Puerta del Angel,40.40788,-3.73147,Private room,45,200,0,,,1,358,0,
754678,APARTMENT IN THE CENTRE OF MADRID.,3961468,Domingo,Centro,Cortes,40.41382,-3.69514,Entire home/apt,186,3,404,2024-11-23,2.79,1,126,45,
755587,Centro/Apartm/Plaza Mayor/Wifi/cozy,3898452,Consuelo,Centro,Palacio,40.41497,-3.70853,Entire home/apt,75,3,552,2024-11-30,3.78,2,39,56,VT-12958
758670,Cozy Bedroom AirPort / IFEMA/ Civitas Stadium,2536524,Danna Elizabeth,San Blas - Canillejas,Arcos,40.4267,-3.61631,Private room,44,28,28,2024-10-31,0.24,6,287,2,
760482,Dúplex-Penthouse Cuzco-Castellana Smart,4008643,Smart Apartments Madrid,Tetuán,Castillejos,40.45989,-3.69472,Entire home/apt,,3,108,2024-10-10,0.74,2,5,7,4588
761159,DOWNTOWN-APARTMENT-PLAZA MAYOR-COZY-WIFI-PARKING.,4012290,Alberto,Centro,Sol,40.41399,-3.70776,Entire home/apt,79,3,607,2024-12-05,4.12,2,84,63,VT-12959
763214,Madrid - CASCO ANTIGUO - Palacio Real,4032439,Maria,Centro,Palacio,40.40883973425041,-3.71506993463148,Entire home/apt,81,3,219,2024-12-09,1.64,1,202,45,
768311,Precioso estudio y terraza en el corazón de Madrid,4053105,Begoña,Centro,Palacio,40.41166,-3.71007,Entire home/apt,96,1,283,2024-11-01,1.95,2,236,27,VT 5138
772646,Hermoso loft  Puerta del Sol centro  SWIMMING POOL,3606346,José,Centro,Sol,40.41403,-3.70453,Entire home/apt,84,1,293,2024-11-24,2.05,5,58,40,
780397,Nice flat in Madrid city centre,4068975,Alvaro,Arganzuela,Palos de Moguer,40.40115,-3.69657,Entire home/apt,149,3,22,2017-06-12,0.15,1,0,0,
780743,habitacion en Malasaña plena centro de Madrid,2057313,Abdul,Centro,Universidad,40.42398,-3.70451,Private room,42,3,29,2024-11-03,0.83,1,365,5,
793618,Heima Plaza Mayor - Latina 32,23603298,Heima,Centro,Palacio,40.41027,-3.7122,Entire home/apt,254,3,484,2024-11-30,3.38,23,234,46,03/175031.9/17
793622,NEW BETWEEN GRAN VIA AND SOL (WIFI),4181071,Jorge,Centro,Palacio,40.42162,-3.71158,Entire home/apt,91,7,46,2023-09-30,0.31,1,72,0,
797030,Cosy flat with terrace near subway,4198169,Willem,San Blas - Canillejas,Simancas,40.43733,-3.6351,Entire home/apt,60,4,330,2024-11-26,2.26,1,154,29,VT-1516
804681,Habitacion cerca del aeropuerto Barajas,4235741,Carlos,Barajas,Timón,40.47281,-3.58827,Private room,28,60,1,2017-07-14,0.01,2,365,0,
814586,Charmy Apartment Chueca's Square,4277536,Andrea Y Daniel,Centro,Justicia,40.42242,-3.69674,Entire home/apt,79,1,229,2024-11-02,1.59,2,6,12,VT-4753
814647,"Alojamiento en familia, Madrid",4159117,Raquel,San Blas - Canillejas,Salvador,40.4403,-3.63464,Private room,,90,0,,,1,0,0,
814731,Apartamento vistas a la Catedral.,4280501,Mariano,Centro,Embajadores,40.41089,-3.70689,Shared room,15,360,0,,,2,72,0,
814870,Cozy  room in Madrid - Atocha (3),4281126,Carmen,Retiro,Jerónimos,40.4077,-3.68473,Private room,39,1,214,2024-12-01,1.49,3,165,28,
817184,wonderful apartment in the center.,4292037,Miguel,Centro,Cortes,40.4112,-3.69567,Entire home/apt,47,2,363,2024-12-06,2.52,5,318,47,
817848,Cozy apartment downtown Madrid,4295642,Luisa,Centro,Justicia,40.42171,-3.69823,Entire home/apt,90,7,267,2024-11-24,1.84,1,95,19,VT - 8035
821860,Madirid Historical Center.Bathroom,4280501,Mariano,Centro,Embajadores,40.41013,-3.70453,Private room,65,3,475,2023-09-26,3.50,2,7,0,
833871,Beautiful apartment in the center,4292037,Miguel,Centro,Universidad,40.42556,-3.70175,Entire home/apt,52,2,302,2024-12-06,2.08,5,322,50,
834562,NICE FAMILY APARTMENT 120SQ. METER,4365768,Vicente,Barajas,Timón,40.46913,-3.58258,Entire home/apt,149,2,284,2024-12-09,2.01,1,133,45,343
86042,Cozy attic with intimate rooftop terrace+ elevator,364585,Vin,Centro,Embajadores,40.40939,-3.69812,Entire home/apt,,3,221,2024-12-09,1.35,4,180,25,VT-3974
93100,*** MALASAÑA B&B ***,499977,Charo,Centro,Universidad,40.42378,-3.70248,Private room,40,1,910,2024-12-10,5.49,3,305,79,
100411,Ático muy luminoso,527760,Diana,Fuencarral - El Pardo,Valverde,40.50044,-3.67032,Entire home/apt,,2,3,2016-06-24,0.03,1,0,0,
102040,Nice Single Room with wifi.,533936,Carlos Alberto,Ciudad Lineal,Pueblo Nuevo,40.43422,-3.64196,Private room,21,3,0,,,1,39,0,
102194,Chic apartment CHUECA totally soundproofed,534515,Guillermo,Centro,Justicia,40.42318,-3.69748,Entire home/apt,235,3,26,2024-12-01,0.16,1,356,1,
114854,NICE CENTRAL TOURISM-BUSINESS APTO,361930,Maria,Chamberí,Rios Rosas,40.4382,-3.69389,Entire home/apt,87,2,183,2024-10-13,1.14,3,41,36,
120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,Ulises,Centro,Palacio,40.41143,-3.70912,Private room,36,1,389,2024-12-01,2.40,3,189,61,
136058,"Calm, affordable room in Madrid.",666482,Cinthia,Villaverde,Los Angeles,40.35761,-3.69723,Private room,24,1,97,2022-10-30,0.59,1,0,0,
163429,Centrical loft in Madrid (Chamberi),780107,Sonia,Chamberí,Trafalgar,40.43765,-3.70408,Entire home/apt,,90,8,2019-03-17,0.05,1,87,0,
167183,private house B & B. Arturo Soria (Metro),796746,Consuelo,Hortaleza,Piovera,40.45575,-3.64912,Private room,80,1,45,2024-11-02,0.30,2,292,4,
176436,Charming house in the city center.,843769,Roxana,Centro,Embajadores,40.41255,-3.70139,Entire home/apt,,90,9,2014-12-09,0.06,1,358,0,
196197,Bight Latina,852616,Meyling,Centro,Palacio,40.41235,-3.70967,Entire home/apt,73,3,458,2024-11-18,2.83,2,238,48,
198296,Very quiet central top floor with 2 terraces,967721,Santi,Centro,Universidad,40.42589,-3.70565,Entire home/apt,193,2,80,2024-10-11,0.54,2,167,4,
199016,Habitación en ático muy céntrico con dos terrazas,967721,Santi,Centro,Universidad,40.4257,-3.70383,Private room,48,3,55,2024-12-07,0.48,2,352,27,
199201,"Converted theatre, historic centre",749212,Henrietta,Centro,Embajadores,40.41319,-3.7024,Private room,120,3,205,2024-12-09,1.27,1,51,17,
200828,"FRENTE MAR, ZONA CALAS. PISCINA.",75944,Maite,Salamanca,Castellana,40.43201,-3.68358,Entire home/apt,,14,0,,,1,0,0,33866
204570,Lovely 110m2 home - Best location!,1004721,Alex,Centro,Cortes,40.4152,-3.69668,Entire home/apt,180,3,105,2024-11-23,0.65,1,40,2,
205199,Tafari Gran Via,1008659,Nuria,Centro,Universidad,40.42116,-3.70384,Entire home/apt,85,30,353,2024-11-26,2.19,2,347,23,VT-121
211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,Jon,Hortaleza,Canillas,40.45959,-3.64699,Private room,75,2,215,2024-12-09,1.35,1,341,30,
219303,*** Malasaña B&B exterior***,499977,Charo,Centro,Universidad,40.42377,-3.70241,Private room,40,1,334,2024-12-09,2.09,3,305,40,
221017,Apartament Center Atocha ll,1146227,Davinia,Centro,Embajadores,40.4131,-3.70086,Entire home/apt,130,4,53,2024-11-21,0.34,2,25,23,
225489,Madrid City Center. Room for 1 or 2 people.,1172225,Eva,Chamberí,Arapiles,40.43595,-3.70706,Private room,,25,30,2020-03-07,0.20,3,0,0,
233011,Apartament Center Atocha l,1146227,Davinia,Centro,Embajadores,40.41175,-3.70021,Entire home/apt,75,2,64,2024-11-17,0.42,2,272,34,
256004,Casa Balconies Arco Toledo - Cuchilleros St.,1732442,Anouk,Centro,Sol,40.41428,-3.70767,Private room,99,3,210,2024-11-16,1.35,7,353,27,VT-519
258713,"Apartamento céntrico, tranquilo y luminoso.",1359945,Azucena,Arganzuela,Chopera,40.39627,-3.69926,Entire home/apt,98,4,71,2024-12-09,0.50,1,56,35,
260951,"Spectacular Loft ""A"" Ifema  Madrid",1351865,Angela,Hortaleza,Valdefuentes,40.47189,-3.62966,Entire home/apt,281,3,140,2024-11-03,0.91,2,309,4,
261878,Great Studio! Best Reviews!,1373873,Alvaro,Centro,Universidad,40.42377853393555,-3.7027809619903564,Entire home/apt,150,1,657,2024-11-15,4.13,1,169,50,
263748,"LOFT ""C"" cerca de  IFEMA Madrid",1351865,Angela,Hortaleza,Valdefuentes,40.47142,-3.62881,Entire home/apt,139,2,150,2024-12-08,1.00,2,311,18,
272279,The lovely nest,1425071,Enrique,Centro,Embajadores,40.4093,-3.70884,Entire home/apt,138,5,240,2024-12-09,1.52,2,70,29,
280733,★City Center - Gran Via Apartment,596469,Gabriel,Centro,Universidad,40.42457,-3.70802,Entire home/apt,142,1,68,2024-10-29,0.49,28,257,10,
281224,Royal Palace Opera Central Apartment,1466005,Pe,Centro,Palacio,40.41685,-3.70882,Entire home/apt,112,2,136,2023-06-21,1.36,1,329,0,
287660,Beatiful downtown room with balcony,1496188,Juanpe,Centro,Universidad,40.42683,-3.71108,Private room,,1,11,2014-11-08,0.07,2,0,0,
289555,B11-Priv bathroom.,901218,Myrko,Centro,Sol,40.41849,-3.70743,Private room,187,4,191,2024-11-07,1.39,63,51,12,
294520,Centro de Madrid Gran Habitación,1522694,Isdel Pablo,Centro,Justicia,40.42226,-3.69959,Private room,50,3,55,2024-06-03,0.68,4,361,2,
294529,Centro de Madrid. Room 3,1522694,Isdel Pablo,Centro,Justicia,40.42226,-3.69959,Private room,41,3,104,2024-11-11,0.66,4,360,8,
310333,Temporary Apartment in the center,1596220,Paloma,Centro,Embajadores,40.40908377002321,-3.6951428069820658,Entire home/apt,,186,179,2024-09-12,1.20,1,73,18,0
336672,Great apartment ∞4 rooms∞ close to City Center,1716726,Jesús,Arganzuela,Delicias,40.39516,-3.69309,Entire home/apt,,2,196,2024-12-08,2.30,1,0,47,
339144,COZY APARTMENT MADRID MALASAÑA,1721158,Pau&Patricia,Centro,Universidad,40.42838,-3.70345,Entire home/apt,90,28,147,2024-11-10,0.95,2,72,5,
339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,Cesar,Centro,Cortes,40.41285,-3.69553,Entire home/apt,109,3,206,2024-12-03,1.34,1,111,14,VT-6570
342095,Lovely apartment CENTRAL MADRID !,1703448,Elena,Centro,Embajadores,40.41015,-3.69797,Entire home/apt,,5,48,2024-11-19,0.31,2,251,10,
345249,Paseo Castellana Deluxe Santiago Bernabeu,1751133,The Punset Family,Tetuán,Almenara,40.47148,-3.68946,Entire home/apt,145,31,32,2024-04-29,0.22,2,164,2,VT-1896
347510,Classy Central Family Alcalá Deluxe,1751133,The Punset Family,Salamanca,Fuente del Berro,40.42881,-3.66605,Entire home/apt,149,180,42,2021-04-17,0.27,2,345,0,VT-1897
354838,Entire apartment Plaza de España!,1496188,Juanpe,Centro,Universidad,40.4249,-3.7097,Entire home/apt,,20,38,2018-07-03,0.25,2,0,0,
361053,"Cozy, luminous  excellenty placed",1729503,Ana,Retiro,Niño Jesús,40.40988,-3.67503,Entire home/apt,117,2,276,2024-12-08,1.79,2,119,59,VUT 8713
363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,Bibiana,Centro,Sol,40.41676,-3.70682,Private room,49,2,607,2024-11-27,3.93,1,202,59,
371532,"Fantastic Location. Great apartment, Opera",1871034,Olga,Centro,Palacio,40.41944,-3.70945,Entire home/apt,90,2,167,2024-12-10,1.09,1,14,31,
375472,Estupenda habitación en el centro,1888816,Margarita,Arganzuela,Acacias,40.40334,-3.70254,Private room,,5,150,2024-02-10,1.00,4,0,2,
376379,Great Studio for Rent in Madrid,1892467,Laura,Centro,Embajadores,40.41115,-3.69673,Entire home/apt,65,7,38,2024-09-10,0.29,2,297,5,
398450,a special place with special views,2150362,Nuria,Centro,Universidad,40.42788,-3.70933,Entire home/apt,78,3,337,2024-11-24,2.19,1,194,32,
402588,PUERTA DEL SOL l - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.4149,-3.70331,Entire home/apt,130,7,235,2024-12-04,1.64,71,89,21,00
404569,GRAN VIA  -  Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Universidad,40.42552,-3.70589,Entire home/apt,113,3,102,2024-11-09,0.85,71,9,19,00
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Lista,40.42978,-3.67817,Private room,31,4,206,2024-12-09,1.34,1,8,18,
414763,LATINA - lV - STUDIO MADRID CENTRE,1408525,Mad4Rent,Centro,Embajadores,40.41281,-3.70749,Entire home/apt,104,3,113,2024-12-01,0.76,71,35,23,00
415967,LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,Embajadores,40.40827,-3.70049,Entire home/apt,130,7,151,2018-11-25,0.98,2,64,0,
420039,Bonito estudio en pleno centro Recién reformado,9934732,Fernando Javier,Centro,Universidad,40.42738,-3.70635,Entire home/apt,158,1,703,2024-06-23,4.61,3,320,4,VT 7436
429306,Vintage and Scandi Chic at an Historic Central Madrid Home,2134007,Lola,Chamberí,Arapiles,40.43028,-3.70732,Entire home/apt,129,3,239,2024-11-17,1.57,1,117,14,VT-2555
449218,"Central, fully equipped, best price",2230279,Marina,Centro,Justicia,40.42849,-3.70183,Entire home/apt,63,4,463,2024-12-05,3.03,1,55,55,
451174,Large single room in Madrid´s trending Almagro.,2240898,Alejandro,Chamberí,Almagro,40.434551,-3.698387,Private room,50,3,49,2024-06-30,0.61,1,129,7,
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.39032,-3.71382,Private room,,2,18,2024-03-16,0.20,1,0,3,
459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41592,-3.70177,Entire home/apt,119,7,124,2024-12-03,0.99,71,50,22,00
462072,Ático Celestial en Barrio La Latina,2296476,Raúl,Centro,Palacio,40.40869,-3.71073,Entire home/apt,146,3,196,2024-12-01,1.28,1,344,24,VT-11049
469231,ATICO PRECIADOS,1408525,Mad4Rent,Centro,Palacio,40.41941,-3.70823,Entire home/apt,111,3,73,2024-10-07,0.59,71,70,9,00
470132,❤Quiet & Comfortable apartment downtown,2332600,Rodrigo,Centro,Embajadores,40.41018,-3.70164,Entire home/apt,84,5,52,2024-06-23,0.34,1,157,5,VT-297
471198,GRAN VIA - Vlll - MADRID OLD TOWN,1408525,Mad4Rent,Centro,Universidad,40.42359,-3.70537,Entire home/apt,121,3,54,2024-11-01,0.44,71,7,3,VT-549
471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41628,-3.70364,Entire home/apt,141,7,193,2024-11-26,1.30,71,66,16,VT-532
479718,"Estadio Metropolitano,  20 minutes to Sol by tube",2376402,Jesús,San Blas - Canillejas,Rosas,40.43202,-3.60353,Private room,80,1,26,2024-10-27,0.17,2,102,9,
491070,NICE APT IN THE HEART OF MADRID !!!,2427722,Ignacio,Centro,Universidad,40.42885,-3.70479,Entire home/apt,108,90,23,2024-10-01,0.15,1,0,4,VT-8441
499911,2 bedroom apartment downtown Madrid,2467212,Joël,Centro,Embajadores,40.41234,-3.70186,Entire home/apt,137,4,301,2024-12-10,2.07,1,181,49,VT-2176
502918,"PAISAJE DE LA LUZ:
Confortable habitación",2480913,Elvira,Centro,Cortes,40.41155,-3.69492,Private room,64,3,170,2024-11-16,1.62,1,197,16,
506956,Precioso  apartamento  céntrico,1932547,Nieves,Ciudad Lineal,Concepción,40.44117,-3.64841,Entire home/apt,97,1,678,2024-12-05,6.30,1,60,78,
507614,Malasaña: Amazing&extremely central 2BD flat,2501740,Moises&Cristina + Little Sophie&Eli,Centro,Universidad,40.42323,-3.70434,Entire home/apt,113,15,46,2024-12-09,0.30,5,225,13,VT-8051
510973,Habitación céntrica a 1 min de Plza Santa Ana,2517520,Ruben,Centro,Cortes,40.41412,-3.70057,Private room,84,1,21,2024-10-27,0.23,1,361,2,
514917,"Nice room, nice flat",83531,Abdel,Latina,Puerta del Angel,40.40445,-3.7398,Private room,31,4,26,2018-07-27,0.18,2,166,0,
522563,Beautiful loft in downtown Madrid,1652272,Xuan,Centro,Palacio,40.41152,-3.70991,Entire home/apt,159,4,115,2024-10-27,0.92,1,90,9,VT-2141
524003,Habitación con baño privado a 3 minutos de P Mayor,2576044,Angel,Centro,Embajadores,40.41327,-3.70223,Private room,88,2,569,2024-12-09,3.83,1,301,56,
