id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19257877,Piso en Chueca !!,46479213,Raul A.,Centro,Justicia,40.42426,-3.69802,Entire home/apt,,2,1,2017-06-26,0.01,2,0,0,
19258149,Madrid Centro (Malasaña) Habitación doble - WiFi,134851409,Ismael,Centro,Universidad,40.42235,-3.70467,Private room,,1,1,2017-07-03,0.01,1,0,0,
19258503,Apartamento con piscina,2289663,Carlota,Ciudad Lineal,San Pascual,40.44624,-3.64768,Entire home/apt,,2,3,2017-07-01,0.03,1,0,0,
19258578,Habitación confort,94099585,Leticia,Latina,Lucero,40.40616,-3.75006,Private room,34,2,1,2017-06-25,0.01,1,27,0,
19260485,Charming and Cozy - Malasaña/Gran Vía-Centre,52694809,Montserrat,Centro,Universidad,40.42394,-3.70651,Entire home/apt,104,30,207,2024-11-03,2.30,1,13,16,VT-
19262942,Estudio en pleno Malasaña-Chueca muy acogedor,3540591,Max,Centro,Universidad,40.424973,-3.705732,Entire home/apt,88,30,28,2024-08-24,0.31,11,31,9,
19263764,Habitación doble privada (Argüelles-Rosales),112271726,Mario,Moncloa - Aravaca,Argüelles,40.43102,-3.71671,Private room,,14,9,2024-07-27,0.10,75,0,1,
19266049,Apartamento  exterior en centro Malasaña-Chueca,3540591,Max,Centro,Universidad,40.42388,-3.7066,Entire home/apt,,90,20,2024-10-15,0.22,11,72,6,
19267077,Super céntrico apartamento de diseño en Malasaña,2931421,Daniel,Centro,Universidad,40.42618,-3.70275,Entire home/apt,200,2,133,2024-11-24,1.51,5,82,21,03/313236.9/17
19267721,"Apartamento con 2 habitaciones
5 huéspedes.",134917762,Filomena Teixeira,Carabanchel,Opañel,40.38957,-3.72692,Entire home/apt,75,2,187,2023-08-23,2.05,1,3,0,
19268299,Beautiful bohemian loft in Lavapiés,134922009,Chicho Y Suany,Centro,Embajadores,40.40905,-3.69839,Entire home/apt,,1,102,2019-01-27,1.13,1,0,0,
18735462,LUXURIOUS & INCREDIBLE APARTMENT IN MADRID CENTER,8124160,Flavia,Centro,Justicia,40.42079,-3.69834,Entire home/apt,,1,34,2020-01-19,0.38,10,0,0,
18741251,Lovely apartment in best location!!,16730163,Laura,Centro,Cortes,40.41431,-3.69858,Entire home/apt,,5,18,2018-11-04,0.20,1,0,0,
18742589,Estudio centro de Madrid (25m2),52873124,Víctor,Chamartín,Castilla,40.46855,-3.68574,Entire home/apt,,1,20,2020-02-16,0.22,1,0,0,
18750292,Luminous and calid right in the centre!,130442142,Lola,Centro,Justicia,40.42606,-3.69706,Entire home/apt,,4,12,2019-05-13,0.14,1,0,0,
18752763,Cozy penthouse in Santiago Bernabéu,109127284,Daniel,Tetuán,Cuatro Caminos,40.45304,-3.6926,Entire home/apt,95,15,9,2022-12-23,0.10,1,172,0,
18766242,Acogedora habitación en alto extremadura,45274299,Aitor,Latina,Puerta del Angel,40.40774,-3.73633,Private room,48,2,40,2024-10-06,0.44,1,178,2,
18770632,Atico en Atocha,91620597,Sebastian,Centro,Embajadores,40.40953,-3.69507,Entire home/apt,,3,3,2017-07-05,0.03,1,0,0,
18779998,CENTRE **Golden Triangle of Art Apartment**,28786243,Emilio,Centro,Embajadores,40.40823,-3.69596,Entire home/apt,,1,216,2024-04-26,2.35,75,0,4,
18780486,Apartamento 1 dormitorio con espacios abiertos,96795800,Madrid Rental Flats,Chamberí,Almagro,40.43383,-3.69146,Entire home/apt,,5,0,,,26,0,0,
18781700,Alojamiento tranquilo y familiar,90670630,Irene,Barajas,Timón,40.46867,-3.58429,Private room,47,1,39,2024-12-09,13.60,1,38,39,
18788862,Modern new and cozy bedroom in Chamberí,3113415,Pedro,Chamberí,Rios Rosas,40.44465,-3.7016,Private room,68,7,9,2023-12-27,0.10,3,334,1,
18790669,H,121024104,Ruben,Moncloa - Aravaca,Ciudad Universitaria,40.45733,-3.71576,Entire home/apt,,7,0,,,1,0,0,
18798332,La Gata - Madrid,11650026,Ana,Latina,Cármenes,40.40277,-3.74163,Entire home/apt,159,7,28,2024-09-16,0.31,4,350,1,VT3767
18800052,Downtown Charming Apartment Gran Vía | A016,5542111,Apartamentos Day Madrid,Centro,Universidad,40.421349,-3.706204,Entire home/apt,197,1,300,2024-10-23,3.27,35,330,9,VT-10276
18803182,Bright & Cozy 2BD 2BTH with Balcony - CHUECA,115485713,Evaristo,Centro,Justicia,40.4232,-3.69837,Entire home/apt,153,1,236,2024-12-02,2.57,4,174,35,
18808253,Plaza de Chueca - The place to be,12206959,Claire,Centro,Justicia,40.42423,-3.69724,Entire home/apt,,1,1,2017-07-28,0.01,1,0,0,
18810052,My sweet home / hogar / 멋진 나의 집 in Malasaña,130953064,Kelly,Centro,Universidad,40.42315,-3.70165,Entire home/apt,,2,36,2019-11-05,0.40,1,0,0,VT 3577
18816591,PUERTA DEL ANGEL,1408525,Mad4Rent,Latina,Puerta del Angel,40.40916,-3.73256,Entire home/apt,21347,3,62,2024-11-20,0.68,71,0,20,00
18818015,Penthouse with large terrace in the city center,16451838,Gyorgy,Centro,Universidad,40.42129,-3.70339,Entire home/apt,,3,27,2020-03-02,0.30,1,0,0,
18818916,Habitación con cama sencilla ampliable a doble.,51908545,Victoria,San Blas - Canillejas,Simancas,40.43294,-3.63283,Private room,30,1,206,2024-12-04,2.24,1,111,52,
18823896,3 rooms apartment in Puerta del Sol,34598812,Maroco,Centro,Sol,40.41656,-3.70445,Entire home/apt,306,1,90,2024-10-05,1.02,11,183,12,
18827694,Nice private room in La Latina,4839218,Ricardo,Centro,Embajadores,40.40983,-3.70768,Private room,,2,45,2020-08-22,0.51,3,0,0,
18832992,"Logistics, Center and River. Best spot to discover",10569937,Ele,Moncloa - Aravaca,Casa de Campo,40.42289,-3.71677,Entire home/apt,,3,0,,,7,0,0,
18833462,Shopping and more,10569937,Ele,Chamberí,Gaztambide,40.43088,-3.71231,Entire home/apt,,3,0,,,7,0,0,
18836632,"(3,6) Moncloa- (2)Quevedo",10569937,Ele,Chamberí,Gaztambide,40.43431,-3.71268,Entire home/apt,,3,0,,,7,0,0,
18836909,Madrid by the river room1,10569937,Ele,Arganzuela,Acacias,40.40236,-3.70995,Private room,,3,0,,,7,0,0,
18837156,Madrid by the river 2,10569937,Ele,Arganzuela,Acacias,40.40139,-3.71014,Private room,,3,0,,,7,0,0,
18837266,Madrid by the river 3,10569937,Ele,Arganzuela,Acacias,40.40242,-3.70961,Private room,,3,0,,,7,0,0,
18837432,Madrid by the river 4,10569937,Ele,Arganzuela,Acacias,40.4009,-3.71129,Private room,,3,0,,,7,0,0,
18847621,Sunny calm and silence in Madrid city center,12996126,Alfonso,Arganzuela,Palos de Moguer,40.40599,-3.69807,Private room,,1,410,2024-12-07,4.48,1,0,75,
18850626,Habitación privada en el centro con wifi y tv,131308210,Fiorela,Centro,Universidad,40.4244,-3.70216,Private room,,1125,59,2019-11-09,0.64,1,90,0,
18852744,Apt del rey,6489276,Matanel,Chamartín,Prosperidad,40.4415,-3.67249,Entire home/apt,,2,3,2017-06-22,0.03,1,0,0,
18862453,"NEW Apt 4 pax, CHUECA MALASAÑA, wifi",7773266,Nacho,Centro,Universidad,40.42471,-3.70097,Entire home/apt,,3,26,2019-01-05,0.29,2,0,0,
18862624,Big room near Plaza Mayor,109587379,Diana,Centro,Palacio,40.41715,-3.70964,Private room,,1,3,2017-07-02,0.03,1,0,0,
18878500,AIRPORT-WANDA-CITY CENTER-WIFI Your room!,15784616,Norma,San Blas - Canillejas,Canillejas,40.4485,-3.60755,Private room,35,1,70,2024-11-24,0.76,2,234,42,
18880856,Estudio/WIFI/AA/8min Pz.Toros las Ventas/Metro/Bus,37223704,Karina,Salamanca,Guindalera,40.4384,-3.66304,Entire home/apt,50,2,272,2024-11-25,2.96,1,78,68,
18880964,Apartamento acceso independiente junto al Prado,131572936,Victoria,Retiro,Jerónimos,40.41398,-3.69278,Entire home/apt,,2,3,2019-07-09,0.04,2,0,0,
18888228,Estudio acogedor en pleno Centro de Madrid.,131615518,Pilar,Centro,Embajadores,40.40962,-3.70282,Entire home/apt,81,3,312,2024-12-01,3.41,1,65,46,VT-3876
18894910,Apartamento atocha,131666468,Maria Lourdes,Retiro,Pacífico,40.40651,-3.68203,Entire home/apt,,4,0,,,1,0,0,
18900456,Gran Suite con baño privado en el centro de Madrid,34188041,Leticia,Arganzuela,Imperial,40.410676280013156,-3.7191810730855006,Private room,82,2,10,2024-12-09,4.00,1,321,10,
18914394,Habitación individual Príncipe Pío Zona centro,116985999,Antonio,Moncloa - Aravaca,Casa de Campo,40.42439,-3.72617,Private room,,7,0,,,1,0,0,
18922191,Descanso y Tranquilidad,131888322,Descanso Y Tranquilidad,Centro,Palacio,40.41015,-3.71252,Private room,,1,70,2021-06-06,0.76,2,0,0,
18924805,Habitación Verde Privada 2 Personas - Callao,116363697,Giselle,Centro,Universidad,40.42043,-3.70451,Private room,,2,407,2024-12-03,4.44,6,0,72,
18926695,Encantador estudio con piscina,120066393,Lola,Salamanca,Lista,40.43293,-3.67317,Entire home/apt,49,2,19,2024-11-19,3.03,25,245,19,
18932588,"COZY, CUTE, AND INTIMATE STUDIO  IN LAVAPIES",120066393,Lola,Centro,Embajadores,40.41006,-3.70227,Entire home/apt,57,3,309,2024-11-28,3.37,25,27,32,
18939228,Habitación tranquila con cerradura.,67964500,Luis,Tetuán,Berruguete,40.46075,-3.70553,Shared room,31,4,28,2024-12-07,1.05,1,361,11,
18939260,La casita vintage .Paseo de las delicias,120411706,Javier,Arganzuela,Chopera,40.39433,-3.69578,Entire home/apt,119,2,163,2024-10-08,1.78,3,154,19,
18942744,Habitación,132052020,Sofia,Salamanca,Lista,40.43381,-3.67598,Private room,,50,0,,,1,0,0,
18945412,Habitación doble muy céntrica,14713230,Maria,Centro,Embajadores,40.4086,-3.70448,Private room,49,3,198,2024-11-26,2.16,4,343,45,
18947268,"Private room, double bed SOL- CENTER",132095385,WioyGaby,Centro,Cortes,40.41423,-3.70184,Private room,,2,16,2018-08-29,0.18,1,0,0,
18950813,Peaceful Flat near Atocha & Art Museums,5031865,Iris,Arganzuela,Palos de Moguer,40.40489,-3.69248,Entire home/apt,65,2,93,2024-11-29,1.07,2,86,61,
18956161,Stylish Salamanca-Goya flat,132177161,Mayling,Salamanca,Goya,40.42751,-3.67739,Entire home/apt,94,4,273,2024-11-07,3.01,2,167,28,VT-7496
18957739,Prosperidad,130902460,Grupo Huerta De Los Gayeros,Chamartín,Ciudad Jardín,40.44464,-3.67431,Entire home/apt,,7,44,2024-07-02,0.48,1,0,6,
18969293,El Prado Historic Center,96019257,Marina,Centro,Cortes,40.4121,-3.69517,Entire home/apt,98,4,109,2024-12-06,1.19,4,41,33,VT
18972777,"Vecinos de Picasso, apartamento céntrico Madrid",1729503,Ana,Centro,Embajadores,40.41156,-3.70464,Entire home/apt,163,3,127,2024-12-09,1.39,2,246,28,VUT 6736
18980025,Fantástico alojamiento en Diego de león,113673609,Pablo,Salamanca,Guindalera,40.43826,-3.6681,Private room,,365,0,,,1,0,0,
18982253,Luxury & super new apartment in Av. America,16423549,Virginia,Salamanca,Guindalera,40.43866,-3.67182,Entire home/apt,,1,1,2017-06-25,0.01,1,0,0,
18982814,Habitación doble en Calle Ferraz,104235882,Irene,Moncloa - Aravaca,Argüelles,40.42749,-3.72025,Private room,,1,0,,,1,0,0,
18985326,Habitación Privada en Precioso Apartamento Madrid,113097324,Jesus,Arganzuela,Chopera,40.39667,-3.69861,Private room,50,2,100,2024-10-06,1.09,2,39,36,
18993001,Incredible 2 bedroom apartment in city center. 1B.,877001,Antonio,Centro,Universidad,40.4267,-3.70953,Entire home/apt,456,2,39,2023-09-26,0.43,7,102,0,
18993060,Bright apartment in Madrid - Arganzuela,39847153,Diego,Arganzuela,Delicias,40.39339,-3.69142,Entire home/apt,,3,29,2022-09-12,0.32,1,0,0,
18996048,Nuevo Apartamento Premium en Glorieta de Bilbao,64720844,Salvador,Centro,Universidad,40.42887,-3.70391,Entire home/apt,,180,0,,,1,358,0,
18997835,Habitación en plena malasaña,36129591,Esther,Centro,Universidad,40.42481,-3.70319,Private room,,1,3,2017-07-01,0.03,1,0,0,
19003056,BRIGHT NEW LOFT in PEDRO ZEROLO,124396611,Simma,Centro,Justicia,40.42209,-3.69986,Entire home/apt,,1,44,2018-01-15,0.48,2,0,0,
19006238,Loft Madrid,70466306,Josué Y Danny,Tetuán,Berruguete,40.45873,-3.70501,Entire home/apt,,2,3,2017-09-10,0.03,1,0,0,
19013324,Design apartment with 2 bdrs in the center. 2B.,877001,Antonio,Centro,Universidad,40.42486,-3.70906,Entire home/apt,456,2,117,2024-10-10,1.28,7,102,4,
19032176,San Vicente,84336811,Hugo Nelson,Barajas,Timón,40.47942,-3.59743,Shared room,,1,0,,,1,0,0,
19033719,"Apartamento Madrid Centro Historico, 4 plazas",21608505,Regina,Centro,Palacio,40.41307,-3.70918,Entire home/apt,106,2,467,2024-12-08,5.12,1,25,67,VT-6934
19036745,Cozy and Quiet 2BR Apt in Sol,20155072,Gerardo,Centro,Sol,40.41563,-3.70491,Entire home/apt,,3,1,2018-12-09,0.01,1,0,0,
19043049,Buhardilla en Chueca,17812618,Eva,Centro,Justicia,40.42386,-3.69759,Entire home/apt,,1,3,2017-07-02,0.03,1,0,0,
19268594,World Pride Madrid 2017. Flat in city centre,134921669,Ludi,Centro,Cortes,40.41509,-3.69701,Entire home/apt,,6,0,,,1,0,0,
19269803,Embajadores Apt/ New AC,55942251,Tobías,Arganzuela,Acacias,40.40073,-3.70342,Private room,,2,49,2019-12-30,0.54,1,0,0,VT-6549
19270083,Best location - Bright and cosy room in Sol,132278256,Alejandro,Centro,Sol,40.41514,-3.70331,Private room,,2,41,2020-03-01,0.48,3,0,0,
19270198,Habitación doble con balcón Puerta del Sol,132278256,Alejandro,Centro,Sol,40.41577,-3.70352,Private room,,2,55,2020-03-01,0.60,3,0,0,
19277654,Loft,62517062,Diego,Salamanca,Guindalera,40.43277,-3.66675,Entire home/apt,,1,0,,,1,0,0,
19278272,"Habitación céntrica. Barrio las letras, Huertas",135007921,Alexandra,Centro,Cortes,40.41414,-3.69795,Private room,,4,34,2023-01-21,0.43,1,0,0,
19278728,Encantadora habitación en el centro de Madrid,56701500,Victor,Centro,Justicia,40.42517,-3.69855,Private room,36,2,193,2024-12-08,2.12,1,73,60,
19278804,Conde de Duque/Malasana flat for 2 pp,7092794,Jose,Centro,Universidad,40.4269,-3.70831,Entire home/apt,,5,0,,,1,0,0,
19279231,Habitación luminosa 2 personas,70938636,Elena,Chamartín,Ciudad Jardín,40.44629,-3.6741,Private room,,1,1,2017-07-02,0.01,1,0,0,
19279347,Habitación individual Atico Retiro con piscina,135014838,Rocio,Retiro,Pacífico,40.40615,-3.67272,Private room,,2,0,,,1,0,0,
19279428,Acogedor apartamento en Malasaña,3540591,Max,Centro,Universidad,40.42549,-3.70488,Entire home/apt,96,30,28,2024-09-01,0.35,11,183,9,
19280195,Triple Room w/Private Bathroom in Puerta del Sol,104954660,Chloe,Centro,Sol,40.41769,-3.70341,Private room,44,1,75,2024-11-23,0.83,10,5,9,
19280280,"Best Location 2BD, 2BTH! WIFI. Puerta del Sol",50350288,Carol E Iván,Centro,Sol,40.4179,-3.70402,Entire home/apt,112,1,410,2024-11-23,4.53,4,235,67,
19280961,Stunning apt in front of the Royal Palace,26949088,Carla,Centro,Palacio,40.41853,-3.71193,Entire home/apt,325,2,130,2024-11-17,1.52,3,229,19,
19281556,Room with double bed in the Puerta del Sol,104954660,Chloe,Centro,Sol,40.41769,-3.70341,Private room,44,1,85,2024-05-08,0.94,10,5,3,
19281881,Room  for 5 People in Puerta del Sol,104954660,Chloe,Centro,Sol,40.41769,-3.70341,Private room,44,1,71,2024-11-20,0.81,10,5,13,
19283062,Cute 1 bedroom apartment industrial style,32046323,Ivory,Chamartín,Ciudad Jardín,40.44671,-3.67283,Entire home/apt,100,30,0,,,14,194,0,
19284321,Habitación con Increíbles vistas de Madrid.,47465679,Leticia,Puente de Vallecas,Entrevías,40.38586,-3.67422,Private room,,1,0,,,1,0,0,
19285336,ACOGEDOR Y TRANQUILO APARTAMENTO EN LA LATINA,85664504,Alfonso,Centro,Palacio,40.41187,-3.71098,Entire home/apt,265,5,85,2024-08-16,0.97,9,81,13,
19287264,Apartamento Madrid Centro Essence,113360368,Cristina,Centro,Embajadores,40.40895,-3.70162,Entire home/apt,184,2,24,2024-09-29,0.28,1,20,3,VT-3569
19288936,Buhardilla con encanto,135073235,Diana,Centro,Embajadores,40.40922,-3.69625,Entire home/apt,,2,0,,,1,0,0,
19289542,7 balcones en Lavapiés,33284006,Fernando,Centro,Embajadores,40.41117,-3.70164,Entire home/apt,,3,0,,,1,0,0,
19293542,Habitación en Plaza de Ópera,31653670,Bibiana,Centro,Palacio,40.41702,-3.7104,Private room,,1,1,2017-06-25,0.01,1,0,0,
19293622,"Apartamento pleno Centro de Madrid, muy tranquilo",127316961,Hitch,Centro,Embajadores,40.40929,-3.70107,Entire home/apt,,3,0,,,1,0,0,
19268590,Habitación exterior y luminosa en Puerta del Sol,132278256,Alejandro,Centro,Cortes,40.41496,-3.70134,Private room,,2,53,2020-03-01,0.62,3,0,0,
19395423,Home feeling double room | Best location in Madrid,55282949,Mariano,Centro,Palacio,40.41375,-3.70835,Private room,,3,148,2024-02-26,1.63,2,0,6,
19396581,Luminoso y tranquilo estudio en Madrid centro,82919381,Salvador,Centro,Justicia,40.42127,-3.70118,Entire home/apt,,1,3,2017-11-12,0.03,1,0,0,
19397541,Habitación cerca de Madrid Rio,73434102,Jesus,Centro,Universidad,40.42127,-3.70376,Private room,,1,0,,,1,0,0,
19397837,Apartamento 1 dormitorio con terraza,96795800,Madrid Rental Flats,Chamberí,Almagro,40.433826,-3.691464,Entire home/apt,,90,0,,,26,0,0,
19399049,Habitación en puerta del angel,13034763,Carlos,Latina,Puerta del Angel,40.40921,-3.73078,Private room,,1,0,,,1,0,0,
19399997,"Habitación individual, Barrio chueca",112299292,Jesus,Centro,Justicia,40.42216,-3.6966,Private room,,1,0,,,1,0,0,
19401341,Aticc apartment in Malasaña,75196508,Andrea,Centro,Universidad,40.42368,-3.70278,Entire home/apt,,2,1,2017-07-02,0.01,1,0,0,
19402238,Apartamento acogedor en el centro de madrid,94597892,Pilar,Chamberí,Vallehermoso,40.44242,-3.71329,Private room,,1,0,,,1,0,0,
19402761,Palacete La Latina,135610731,Pitu,Centro,Palacio,40.41119,-3.71143,Entire home/apt,,2,0,,,1,0,0,
19404915,Carbonerita,136035425,Elsa,Centro,Universidad,40.42806,-3.70816,Entire home/apt,,2,0,,,1,0,0,
19406085,Design apartment in Plaza Mayor 4d,107335103,Jose Alejandro,Centro,Sol,40.4155,-3.70656,Entire home/apt,78,1,434,2024-12-09,4.77,95,344,24,
19406581,Barni,136049113,Eva,Centro,Universidad,40.42458,-3.70077,Private room,,3,0,,,1,0,0,
19406810,Room in the center (shared apartment),130426702,Javier,Arganzuela,Acacias,40.40092,-3.6996,Private room,,2,2,2017-07-02,0.02,1,0,0,
19407019,Beautiful flat in the heart of Chueca,136051619,Claudia,Centro,Justicia,40.42224,-3.69601,Entire home/apt,200,2,31,2024-10-20,0.37,1,214,9,
19408012,Apartamento en Malasaña,37780766,Rahul,Centro,Universidad,40.42961,-3.70626,Entire home/apt,,2,88,2020-05-27,0.97,1,0,0,
19409186,"En pleno zona centro,ideal para world pride",136067732,Noa,Centro,Embajadores,40.40747,-3.70547,Private room,,1,0,,,1,0,0,
19410686,Room for travelers in Madrid,136081446,Carreteiro,Salamanca,Fuente del Berro,40.42426,-3.66422,Private room,,2,0,,,1,0,0,
19410915,"Habitación luminosa,dos camas y con calefacción!",75755205,Mar,Retiro,Ibiza,40.41668,-3.67659,Private room,26,1,131,2024-09-13,1.46,1,6,20,
19411126,Comfortable and new bedroom in Chamberí,3113415,Pedro,Chamberí,Rios Rosas,40.4446,-3.70156,Private room,68,7,9,2024-05-03,0.10,3,305,2,
19411989,Alquiler  de habitación  en el centro.,51017752,Adina,Centro,Cortes,40.41489,-3.70234,Private room,,2,1,2017-06-25,0.01,1,0,0,
19417791,"New flat , buiding very quite and cleaned. WIFI",58299194,Luis,Latina,Cármenes,40.40328,-3.7417,Private room,21,2,31,2024-11-05,0.34,2,196,10,
19419553,Fuente del Berro - Barrio de Salamanca,39066880,Kike,Salamanca,Fuente del Berro,40.4243,-3.66302,Entire home/apt,100,120,0,,,3,212,0,
19419938,El Apartamento de Marieta a 4 paradas de Chueca,124284096,Marieta,Salamanca,Guindalera,40.43534,-3.67272,Entire home/apt,,1,2,2017-07-02,0.02,1,0,0,
19420299,no hay titulo,136160315,Isabel,Centro,Universidad,40.42432,-3.70986,Entire home/apt,,1,0,,,1,0,0,
19423628,APARTAMENT ABUHARDILLADO MADRID RIO/ MATADERO WIFI,34275236,Juan,Usera,Moscardó,40.38828,-3.69961,Entire home/apt,89,3,121,2024-12-09,1.37,1,256,20,
19428753,Habitación  en Ópera,14203430,Maria,Centro,Palacio,40.41675,-3.71033,Private room,,2,0,,,1,0,0,
19428759,Cozy double room well connected to city center.,136207924,Jose,Puente de Vallecas,Palomeras Bajas,40.39113,-3.65648,Private room,23,1,271,2024-11-23,2.98,2,38,42,
19430341,Super centric apartment in Madrid. World Pride!!,117161053,Sebito,Centro,Embajadores,40.4074,-3.69967,Entire home/apt,,2,1,2017-06-25,0.01,1,0,0,
19431848,Xi y Gus,105781329,Gustavo,Tetuán,Cuatro Caminos,40.45153,-3.70055,Private room,,2,0,,,1,0,0,
19438429,Comfy studio in Madrid (A/C and WI-FI),82696011,Mario,Centro,Embajadores,40.40879,-3.70492,Entire home/apt,59,2,498,2024-11-25,5.48,1,45,72,
19446762,Habitación privada recién reformada,79260919,Mercedes,Tetuán,Cuatro Caminos,40.45212,-3.69983,Private room,,1,0,,,1,0,0,
19448593,Bed & Breakfast with a lovely terrace near Atocha,4857450,Marta,Arganzuela,Chopera,40.40045,-3.69963,Private room,,1,3,2017-09-10,0.03,1,0,0,
19449308,Comfortable room in a 10-people party flatshare!,136378184,Benedetta,Centro,Palacio,40.42187,-3.71262,Private room,,2,4,2018-09-11,0.05,1,0,0,
19451361,Bonito apartamento Avenida de America (Madrid),110834791,Noe,Salamanca,Guindalera,40.43787,-3.66896,Entire home/apt,76,4,34,2024-08-27,0.37,1,45,6,
19452497,MALASAÑA y CHUECA - Madrid World Pride 2017,136403836,Francisco,Centro,Universidad,40.42407,-3.70481,Entire home/apt,,3,0,,,1,0,0,
19455452,PALACIO REAL-PLAZA DE ESPAÑA location-GRAN VIA,136436631,Talis,Moncloa - Aravaca,Argüelles,40.42556,-3.71284,Entire home/apt,90,5,186,2024-11-23,2.12,1,80,32,
19455794,Apartamento Gran Vía,136229873,Ali,Centro,Universidad,40.42412,-3.70783,Entire home/apt,,2,0,,,1,0,0,
19456074,Habitación doble Madrid Centro,136443172,Samuel,Retiro,Jerónimos,40.40816,-3.68799,Private room,,1,79,2019-09-30,0.87,1,0,0,
19456480,Madrid Rio Habitacion,73164415,Javi,Arganzuela,Acacias,40.40076,-3.71161,Private room,,1,0,,,1,0,0,
19456764,Apartamento Manuela Malasaña,49189008,Diez Ricardo,Chamberí,Trafalgar,40.43058,-3.70511,Entire home/apt,,3,0,,,2,0,0,
19457889,Luminous apartment with terrace in La Latina,29029426,Tadea,Centro,Palacio,40.41493,-3.71143,Entire home/apt,,2,6,2017-10-24,0.07,1,0,0,
19462177,Lofish house  malasaña,78780457,Oscar,Centro,Universidad,40.42429,-3.70553,Entire home/apt,,1,0,,,1,0,0,
19462408,Habitación Independiente Doble Privada en Retiro,128646124,Alfonso,Retiro,Jerónimos,40.40926,-3.67833,Private room,,2,27,2019-12-07,0.31,1,0,0,
19466852,Private room (2 people) + toilet + terrace + wifi,107673993,Ismael,Centro,Universidad,40.42362,-3.70572,Private room,,2,1,2017-09-28,0.01,1,0,0,
19467729,Room MADRID,136562962,David,Carabanchel,Vista Alegre,40.38467,-3.74116,Entire home/apt,,5,0,,,1,0,0,
19472600,Apartamento centrico. Ideal World Pride 2017,10317192,Teresa,Arganzuela,Acacias,40.40385,-3.70296,Entire home/apt,,3,0,,,1,0,0,
19473236,FINAL CHAMPIONS 15 MINUTS FROM WANDA METROPOLITANO,113698599,Fernando,Moncloa - Aravaca,Casa de Campo,40.42783,-3.73306,Private room,489,1,2,2017-09-17,0.02,1,365,0,
19474791,2 double bedrooms in Lavapies!,136643755,Juan,Centro,Embajadores,40.40863,-3.70366,Entire home/apt,,2,0,,,1,0,0,
19475483,Habitación económica,33315670,Aida,Usera,Pradolongo,40.37984,-3.70376,Private room,,5,0,,,1,0,0,
19476708,La Doñita2,136666217,Bette,Carabanchel,Puerta Bonita,40.38591744465622,-3.731626644730568,Private room,,1,0,,,4,0,0,
19478534,Amazing Place,120594962,Jagoba,Centro,Embajadores,40.40713,-3.70611,Private room,,2,0,,,1,0,0,
19481301,Piso recién reformado cerca de plaza Castilla,136718347,Ana,Tetuán,Almenara,40.46739,-3.69353,Entire home/apt,,2,11,2017-10-01,0.12,1,0,0,
19481323,Estudio en barrio de Chueca,136719247,Paco,Centro,Justicia,40.42397,-3.69819,Entire home/apt,,4,0,,,1,0,0,
19481524,Madrid centro habitación con dos balcones,136720840,Maria Teresa,Centro,Embajadores,40.40889,-3.70525,Private room,,1,319,2020-05-06,3.52,1,0,0,
19482407,Preciosa casa funcional en Madrid centro,136728521,Felipe,Retiro,Pacífico,40.40531,-3.67401,Entire home/apt,,3,0,,,1,0,0,
19485026,Corrala de lavapies,136390185,Rakel,Centro,Embajadores,40.40567,-3.70329,Entire home/apt,,1,0,,,1,0,0,
19485276,Habitación privada para 3 personas con AC,136759321,Wendy,Fuencarral - El Pardo,La Paz,40.48561,-3.69459,Private room,,3,27,2019-12-08,0.30,1,0,0,
19486197,Loft reformado con terraza grande,136541023,Enzo,Puente de Vallecas,San Diego,40.38972,-3.67024,Entire home/apt,,1,0,,,1,0,0,
19486253,Piso en la Elipa en frente del metro,136751341,Maria Jose,Ciudad Lineal,Ventas,40.42574,-3.65096,Entire home/apt,,2,0,,,1,0,0,
19487112,Estudio acogedor Malasaña-Chueca,3540591,Max,Centro,Universidad,40.42603,-3.70493,Entire home/apt,83,30,10,2024-08-03,0.11,11,41,3,
19487623,Candida,136784053,Genita Cándida,Villaverde,San Andrés,40.36315,-3.70633,Private room,,1,0,,,1,0,0,
19488599,Retiro,75965606,Ana,Salamanca,Fuente del Berro,40.42024,-3.66511,Private room,,30,0,,,1,0,0,
19489721,Apartamento tipo estudio en Lavapiés,119609257,Grecia,Centro,Embajadores,40.40908,-3.70262,Entire home/apt,,1,0,,,1,0,0,
19492821,En el centro del alma de Madrid.,129912725,Mariano,Salamanca,Fuente del Berro,40.42639,-3.66832,Private room,,2,2,2017-09-07,0.02,1,0,0,
19493616,"Bonito apartamento en Av. de América, Madrid",61935235,Lucia,Salamanca,Lista,40.43615,-3.67625,Entire home/apt,,3,0,,,1,0,0,
19495912,Leo,136874483,Leonardo,Latina,Cármenes,40.3942,-3.74188,Private room,,1,0,,,1,0,0,
19496829,Buhardilla,136856710,Cesar,Centro,Universidad,40.42583,-3.70253,Entire home/apt,,2,0,,,1,0,0,
19497053,Habitación grande y luminosa en embajadores,114230750,Héctor,Arganzuela,Acacias,40.40356,-3.70184,Private room,,1,1,2017-07-02,0.01,1,0,0,
19499396,Studio 5 minutes walking to Gran Vía. AA/H,136885276,Maria Jesus,Centro,Universidad,40.42336,-3.70107,Entire home/apt,,3,29,2018-04-02,0.32,2,0,0,
